age, education-num, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
32.5, 14, 50, Private, United-States, *, White, *, Prof-specialty, *, Married-civ-spouse
32.5, 14, 50, Private, United-States, *, White, *, Prof-specialty, *, Married-civ-spouse
42.5, 13, 42.5, Private, United-States, *, *, *, *, *, Married-civ-spouse
42.5, 13, 42.5, Private, United-States, *, *, *, *, *, Married-civ-spouse
42.5, 13, 42.5, Private, United-States, *, *, *, *, *, Married-civ-spouse
42.5, 13, 42.5, Private, United-States, *, *, *, *, *, Married-civ-spouse
42.5, 13, 42.5, Private, United-States, *, *, *, *, *, Divorced
42.5, 13, 42.5, Private, United-States, *, *, *, *, *, Married-civ-spouse
38, 12, 80, *, *, Male, *, *, *, *, Married-civ-spouse
38, 12, 80, *, *, Male, *, *, *, *, Divorced
38, 12, 80, *, *, Male, *, *, *, *, Married-civ-spouse
38, 12, 80, *, *, Male, *, *, *, *, Married-civ-spouse
38, 12, 80, *, *, Male, *, *, *, *, Divorced
38, 12, 80, *, *, Male, *, *, *, *, Married-civ-spouse
32, 13, 40, *, *, *, *, *, *, >50K, Married-civ-spouse
32, 13, 40, *, *, *, *, *, *, >50K, Married-civ-spouse
32, 13, 40, *, *, *, *, *, *, >50K, Married-civ-spouse
32, 13, 40, *, *, *, *, *, *, >50K, Married-civ-spouse
32, 13, 40, *, *, *, *, *, *, >50K, Married-civ-spouse
32, 13, 40, *, *, *, *, *, *, >50K, Married-civ-spouse
24.5, 13, 35, Private, United-States, *, White, *, *, <=50K, Never-married
24.5, 13, 35, Private, United-States, *, White, *, *, <=50K, Never-married
24.5, 13, 35, Private, United-States, *, White, *, *, <=50K, Never-married
24.5, 13, 35, Private, United-States, *, White, *, *, <=50K, Never-married
24.5, 13, 35, Private, United-States, *, White, *, *, <=50K, Never-married
24.5, 13, 35, Private, United-States, *, White, *, *, <=50K, Never-married
35, 12.5, 50, Private, *, *, *, *, services, <=50K, Never-married
35, 12.5, 50, Private, *, *, *, *, services, <=50K, Married-civ-spouse
35, 12.5, 50, Private, *, *, *, *, services, <=50K, Married-civ-spouse
35, 12.5, 50, Private, *, *, *, *, services, <=50K, Never-married
35, 12.5, 50, Private, *, *, *, *, services, <=50K, Divorced
35, 12.5, 50, Private, *, *, *, *, services, <=50K, Married-civ-spouse
37, 4.5, 45, *, America, Male, *, Husband, manual-labor, *, Married-civ-spouse
37, 4.5, 45, *, America, Male, *, Husband, manual-labor, *, Married-civ-spouse
37, 4.5, 45, *, America, Male, *, Husband, manual-labor, *, Married-civ-spouse
37, 4.5, 45, *, America, Male, *, Husband, manual-labor, *, Married-civ-spouse
37, 4.5, 45, *, America, Male, *, Husband, manual-labor, *, Married-civ-spouse
37, 4.5, 45, *, America, Male, *, Husband, manual-labor, *, Married-civ-spouse
26, 9, 37.5, Self, United-States, Male, White, *, manual-labor, <=50K, Never-married
26, 9, 37.5, Self, United-States, Male, White, *, manual-labor, <=50K, Never-married
26, 9, 37.5, Self, United-States, Male, White, *, manual-labor, <=50K, Never-married
26, 9, 37.5, Self, United-States, Male, White, *, manual-labor, <=50K, Never-married
26, 9, 37.5, Self, United-States, Male, White, *, manual-labor, <=50K, Never-married
26, 9, 37.5, Self, United-States, Male, White, *, manual-labor, <=50K, Never-married
32, 9, 40, Private, United-States, Male, White, *, manual-labor, <=50K, Never-married
32, 9, 40, Private, United-States, Male, White, *, manual-labor, <=50K, Married-civ-spouse
32, 9, 40, Private, United-States, Male, White, *, manual-labor, <=50K, Never-married
32, 9, 40, Private, United-States, Male, White, *, manual-labor, <=50K, Never-married
32, 9, 40, Private, United-States, Male, White, *, manual-labor, <=50K, Separated
32, 9, 40, Private, United-States, Male, White, *, manual-labor, <=50K, Divorced
40.5, 8.5, 50, *, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
40.5, 8.5, 50, *, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
40.5, 8.5, 50, *, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
40.5, 8.5, 50, *, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
40.5, 8.5, 50, *, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
40.5, 8.5, 50, *, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
46, 14, 50, *, United-States, *, White, *, *, *, Divorced
46, 14, 50, *, United-States, *, White, *, *, *, Never-married
46, 14, 50, *, United-States, *, White, *, *, *, Married-civ-spouse
46, 14, 50, *, United-States, *, White, *, *, *, Never-married
46, 14, 50, *, United-States, *, White, *, *, *, Married-civ-spouse
46, 14, 50, *, United-States, *, White, *, *, *, Married-civ-spouse
44, 16, 60, Self, America, *, White, *, *, >50K, Married-civ-spouse
44, 16, 60, Self, America, *, White, *, *, >50K, Married-civ-spouse
44, 16, 60, Self, America, *, White, *, *, >50K, Married-civ-spouse
44, 16, 60, Self, America, *, White, *, *, >50K, Married-civ-spouse
44, 16, 60, Self, America, *, White, *, *, >50K, Married-civ-spouse
44, 16, 60, Self, America, *, White, *, *, >50K, Married-civ-spouse
60.5, 10, 22, Private, United-States, *, *, *, *, <=50K, Separated
60.5, 10, 22, Private, United-States, *, *, *, *, <=50K, Married-civ-spouse
60.5, 10, 22, Private, United-States, *, *, *, *, <=50K, Never-married
60.5, 10, 22, Private, United-States, *, *, *, *, <=50K, Married-civ-spouse
60.5, 10, 22, Private, United-States, *, *, *, *, <=50K, Widowed
60.5, 10, 22, Private, United-States, *, *, *, *, <=50K, Divorced
44, 8, 40, *, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
44, 8, 40, *, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
44, 8, 40, *, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
44, 8, 40, *, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
44, 8, 40, *, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
44, 8, 40, *, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
60.5, 9, 40, *, United-States, *, *, *, *, <=50K, Divorced
60.5, 9, 40, *, United-States, *, *, *, *, <=50K, Married-civ-spouse
60.5, 9, 40, *, United-States, *, *, *, *, <=50K, Married-civ-spouse
60.5, 9, 40, *, United-States, *, *, *, *, <=50K, Married-civ-spouse
60.5, 9, 40, *, United-States, *, *, *, *, <=50K, Married-civ-spouse
60.5, 9, 40, *, United-States, *, *, *, *, <=50K, Married-civ-spouse
59, 13.5, 42.5, *, United-States, *, *, *, *, *, Married-civ-spouse
59, 13.5, 42.5, *, United-States, *, *, *, *, *, Married-civ-spouse
59, 13.5, 42.5, *, United-States, *, *, *, *, *, Divorced
59, 13.5, 42.5, *, United-States, *, *, *, *, *, Married-civ-spouse
59, 13.5, 42.5, *, United-States, *, *, *, *, *, Married-civ-spouse
59, 13.5, 42.5, *, United-States, *, *, *, *, *, Divorced
21, 9, 40.5, Private, United-States, Male, *, *, manual-labor, <=50K, Never-married
21, 9, 40.5, Private, United-States, Male, *, *, manual-labor, <=50K, Never-married
21, 9, 40.5, Private, United-States, Male, *, *, manual-labor, <=50K, Never-married
21, 9, 40.5, Private, United-States, Male, *, *, manual-labor, <=50K, Never-married
21, 9, 40.5, Private, United-States, Male, *, *, manual-labor, <=50K, Never-married
21, 9, 40.5, Private, United-States, Male, *, *, manual-labor, <=50K, Married-civ-spouse
52, 9, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
52, 9, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
52, 9, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
52, 9, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
52, 9, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
52, 9, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
25, 12.5, 53.5, *, United-States, Male, White, *, *, *, Never-married
25, 12.5, 53.5, *, United-States, Male, White, *, *, *, Married-civ-spouse
25, 12.5, 53.5, *, United-States, Male, White, *, *, *, Never-married
25, 12.5, 53.5, *, United-States, Male, White, *, *, *, Married-civ-spouse
25, 12.5, 53.5, *, United-States, Male, White, *, *, *, Never-married
25, 12.5, 53.5, *, United-States, Male, White, *, *, *, Married-civ-spouse
20.5, 10, 44.5, Private, United-States, *, *, Own-child, *, <=50K, Never-married
20.5, 10, 44.5, Private, United-States, *, *, Own-child, *, <=50K, Never-married
20.5, 10, 44.5, Private, United-States, *, *, Own-child, *, <=50K, Never-married
20.5, 10, 44.5, Private, United-States, *, *, Own-child, *, <=50K, Never-married
20.5, 10, 44.5, Private, United-States, *, *, Own-child, *, <=50K, Never-married
20.5, 10, 44.5, Private, United-States, *, *, Own-child, *, <=50K, Never-married
30.5, 10, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
30.5, 10, 40, *, United-States, *, White, *, *, <=50K, Divorced
30.5, 10, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
30.5, 10, 40, *, United-States, *, White, *, *, <=50K, Never-married
30.5, 10, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
30.5, 10, 40, *, United-States, *, White, *, *, <=50K, Never-married
22, 10, 20, *, United-States, *, *, *, *, <=50K, Married-civ-spouse
22, 10, 20, *, United-States, *, *, *, *, <=50K, Never-married
22, 10, 20, *, United-States, *, *, *, *, <=50K, Married-civ-spouse
22, 10, 20, *, United-States, *, *, *, *, <=50K, Never-married
22, 10, 20, *, United-States, *, *, *, *, <=50K, Never-married
22, 10, 20, *, United-States, *, *, *, *, <=50K, Never-married
23.5, 9.5, 26.5, Private, United-States, Female, *, *, *, <=50K, Married-AF-spouse
23.5, 9.5, 26.5, Private, United-States, Female, *, *, *, <=50K, Divorced
23.5, 9.5, 26.5, Private, United-States, Female, *, *, *, <=50K, Married-civ-spouse
23.5, 9.5, 26.5, Private, United-States, Female, *, *, *, <=50K, Never-married
23.5, 9.5, 26.5, Private, United-States, Female, *, *, *, <=50K, Married-spouse-absent
23.5, 9.5, 26.5, Private, United-States, Female, *, *, *, <=50K, Never-married
49, 12, 40, Self, *, *, White, *, *, <=50K, Married-civ-spouse
49, 12, 40, Self, *, *, White, *, *, <=50K, Divorced
49, 12, 40, Self, *, *, White, *, *, <=50K, Divorced
49, 12, 40, Self, *, *, White, *, *, <=50K, Never-married
49, 12, 40, Self, *, *, White, *, *, <=50K, Separated
49, 12, 40, Self, *, *, White, *, *, <=50K, Never-married
49, 9, 40, *, United-States, *, *, *, *, <=50K, Separated
49, 9, 40, *, United-States, *, *, *, *, <=50K, Married-civ-spouse
49, 9, 40, *, United-States, *, *, *, *, <=50K, Never-married
49, 9, 40, *, United-States, *, *, *, *, <=50K, Widowed
49, 9, 40, *, United-States, *, *, *, *, <=50K, Divorced
49, 9, 40, *, United-States, *, *, *, *, <=50K, Separated
41, 11.5, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
41, 11.5, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
41, 11.5, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
41, 11.5, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
41, 11.5, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
41, 11.5, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
30.5, 11.5, 44, Private, United-States, Male, *, Not-in-family, *, <=50K, Never-married
30.5, 11.5, 44, Private, United-States, Male, *, Not-in-family, *, <=50K, Never-married
30.5, 11.5, 44, Private, United-States, Male, *, Not-in-family, *, <=50K, Never-married
30.5, 11.5, 44, Private, United-States, Male, *, Not-in-family, *, <=50K, Never-married
30.5, 11.5, 44, Private, United-States, Male, *, Not-in-family, *, <=50K, Never-married
30.5, 11.5, 44, Private, United-States, Male, *, Not-in-family, *, <=50K, Separated
26.5, 10, 40, Private, *, Female, *, *, *, <=50K, Married-civ-spouse
26.5, 10, 40, Private, *, Female, *, *, *, <=50K, Never-married
26.5, 10, 40, Private, *, Female, *, *, *, <=50K, Never-married
26.5, 10, 40, Private, *, Female, *, *, *, <=50K, Married-civ-spouse
26.5, 10, 40, Private, *, Female, *, *, *, <=50K, Never-married
26.5, 10, 40, Private, *, Female, *, *, *, <=50K, Married-civ-spouse
51, 13.5, 57.5, *, United-States, Male, White, *, *, *, Divorced
51, 13.5, 57.5, *, United-States, Male, White, *, *, *, Married-civ-spouse
51, 13.5, 57.5, *, United-States, Male, White, *, *, *, Married-civ-spouse
51, 13.5, 57.5, *, United-States, Male, White, *, *, *, Married-civ-spouse
51, 13.5, 57.5, *, United-States, Male, White, *, *, *, Never-married
51, 13.5, 57.5, *, United-States, Male, White, *, *, *, Married-civ-spouse
47.5, 9.5, 60, Self, United-States, Male, White, *, *, *, Divorced
47.5, 9.5, 60, Self, United-States, Male, White, *, *, *, Married-civ-spouse
47.5, 9.5, 60, Self, United-States, Male, White, *, *, *, Married-civ-spouse
47.5, 9.5, 60, Self, United-States, Male, White, *, *, *, Married-civ-spouse
47.5, 9.5, 60, Self, United-States, Male, White, *, *, *, Married-civ-spouse
47.5, 9.5, 60, Self, United-States, Male, White, *, *, *, Divorced
43.5, 10, 40, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
43.5, 10, 40, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
43.5, 10, 40, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
43.5, 10, 40, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
43.5, 10, 40, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
43.5, 10, 40, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
50, 4, 45, Self, America, *, White, *, manual-labor, *, Married-civ-spouse
50, 4, 45, Self, America, *, White, *, manual-labor, *, Married-civ-spouse
50, 4, 45, Self, America, *, White, *, manual-labor, *, Married-civ-spouse
50, 4, 45, Self, America, *, White, *, manual-labor, *, Divorced
50, 4, 45, Self, America, *, White, *, manual-labor, *, Married-civ-spouse
50, 4, 45, Self, America, *, White, *, manual-labor, *, Married-spouse-absent
37, 11.5, 42.5, *, *, Male, White, *, *, *, Married-civ-spouse
37, 11.5, 42.5, *, *, Male, White, *, *, *, Married-civ-spouse
37, 11.5, 42.5, *, *, Male, White, *, *, *, Never-married
37, 11.5, 42.5, *, *, Male, White, *, *, *, Married-civ-spouse
37, 11.5, 42.5, *, *, Male, White, *, *, *, Married-civ-spouse
37, 11.5, 42.5, *, *, Male, White, *, *, *, Married-civ-spouse
32, 10, 59, *, United-States, Male, *, Not-in-family, *, <=50K, Divorced
32, 10, 59, *, United-States, Male, *, Not-in-family, *, <=50K, Never-married
32, 10, 59, *, United-States, Male, *, Not-in-family, *, <=50K, Divorced
32, 10, 59, *, United-States, Male, *, Not-in-family, *, <=50K, Divorced
32, 10, 59, *, United-States, Male, *, Not-in-family, *, <=50K, Never-married
32, 10, 59, *, United-States, Male, *, Not-in-family, *, <=50K, Never-married
56.5, 9.5, 40, Private, United-States, *, White, *, *, *, Married-civ-spouse
56.5, 9.5, 40, Private, United-States, *, White, *, *, *, Divorced
56.5, 9.5, 40, Private, United-States, *, White, *, *, *, Married-civ-spouse
56.5, 9.5, 40, Private, United-States, *, White, *, *, *, Married-civ-spouse
56.5, 9.5, 40, Private, United-States, *, White, *, *, *, Married-civ-spouse
56.5, 9.5, 40, Private, United-States, *, White, *, *, *, Married-civ-spouse
52.5, 10, 53, Self, United-States, Male, White, *, *, *, Married-civ-spouse
52.5, 10, 53, Self, United-States, Male, White, *, *, *, Married-civ-spouse
52.5, 10, 53, Self, United-States, Male, White, *, *, *, Married-civ-spouse
52.5, 10, 53, Self, United-States, Male, White, *, *, *, Married-civ-spouse
52.5, 10, 53, Self, United-States, Male, White, *, *, *, Divorced
52.5, 10, 53, Self, United-States, Male, White, *, *, *, Married-civ-spouse
20.5, 10, 33.5, Private, America, Male, *, *, *, <=50K, Never-married
20.5, 10, 33.5, Private, America, Male, *, *, *, <=50K, Never-married
20.5, 10, 33.5, Private, America, Male, *, *, *, <=50K, Never-married
20.5, 10, 33.5, Private, America, Male, *, *, *, <=50K, Married-civ-spouse
20.5, 10, 33.5, Private, America, Male, *, *, *, <=50K, Never-married
20.5, 10, 33.5, Private, America, Male, *, *, *, <=50K, Never-married
35, 13.5, 70, Self, United-States, Male, *, *, *, *, Married-civ-spouse
35, 13.5, 70, Self, United-States, Male, *, *, *, *, Married-civ-spouse
35, 13.5, 70, Self, United-States, Male, *, *, *, *, Married-civ-spouse
35, 13.5, 70, Self, United-States, Male, *, *, *, *, Never-married
35, 13.5, 70, Self, United-States, Male, *, *, *, *, Married-civ-spouse
35, 13.5, 70, Self, United-States, Male, *, *, *, *, Married-civ-spouse
24, 10, 40, Private, United-States, Male, White, *, *, <=50K, Never-married
24, 10, 40, Private, United-States, Male, White, *, *, <=50K, Married-civ-spouse
24, 10, 40, Private, United-States, Male, White, *, *, <=50K, Never-married
24, 10, 40, Private, United-States, Male, White, *, *, <=50K, Never-married
24, 10, 40, Private, United-States, Male, White, *, *, <=50K, Married-civ-spouse
24, 10, 40, Private, United-States, Male, White, *, *, <=50K, Married-civ-spouse
79, 10.5, 30, *, America, *, White, *, *, <=50K, Married-civ-spouse
79, 10.5, 30, *, America, *, White, *, *, <=50K, Never-married
79, 10.5, 30, *, America, *, White, *, *, <=50K, Widowed
79, 10.5, 30, *, America, *, White, *, *, <=50K, Widowed
79, 10.5, 30, *, America, *, White, *, *, <=50K, Married-civ-spouse
79, 10.5, 30, *, America, *, White, *, *, <=50K, Divorced
27.5, 9, 40, *, America, Male, White, *, *, <=50K, Never-married
27.5, 9, 40, *, America, Male, White, *, *, <=50K, Never-married
27.5, 9, 40, *, America, Male, White, *, *, <=50K, Married-civ-spouse
27.5, 9, 40, *, America, Male, White, *, *, <=50K, Married-civ-spouse
27.5, 9, 40, *, America, Male, White, *, *, <=50K, Married-civ-spouse
27.5, 9, 40, *, America, Male, White, *, *, <=50K, Married-civ-spouse
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
19, 9, 35, Private, America, *, *, *, *, <=50K, Never-married
19, 9, 35, Private, America, *, *, *, *, <=50K, Never-married
19, 9, 35, Private, America, *, *, *, *, <=50K, Never-married
19, 9, 35, Private, America, *, *, *, *, <=50K, Never-married
19, 9, 35, Private, America, *, *, *, *, <=50K, Never-married
19, 9, 35, Private, America, *, *, *, *, <=50K, Never-married
44, 9, 40, Self, United-States, Female, White, *, *, *, Divorced
44, 9, 40, Self, United-States, Female, White, *, *, *, Divorced
44, 9, 40, Self, United-States, Female, White, *, *, *, Divorced
44, 9, 40, Self, United-States, Female, White, *, *, *, Married-civ-spouse
44, 9, 40, Self, United-States, Female, White, *, *, *, Married-spouse-absent
44, 9, 40, Self, United-States, Female, White, *, *, *, Divorced
30, 6, 40, Private, America, *, White, *, *, <=50K, Never-married
30, 6, 40, Private, America, *, White, *, *, <=50K, Never-married
30, 6, 40, Private, America, *, White, *, *, <=50K, Never-married
30, 6, 40, Private, America, *, White, *, *, <=50K, Never-married
30, 6, 40, Private, America, *, White, *, *, <=50K, Never-married
30, 6, 40, Private, America, *, White, *, *, <=50K, Never-married
43, 16, 50, *, *, *, *, *, *, *, Never-married
43, 16, 50, *, *, *, *, *, *, *, Married-civ-spouse
43, 16, 50, *, *, *, *, *, *, *, Separated
43, 16, 50, *, *, *, *, *, *, *, Married-civ-spouse
43, 16, 50, *, *, *, *, *, *, *, Married-civ-spouse
43, 16, 50, *, *, *, *, *, *, *, Never-married
59, 11, 41, Private, *, *, White, *, *, *, Married-civ-spouse
59, 11, 41, Private, *, *, White, *, *, *, Never-married
59, 11, 41, Private, *, *, White, *, *, *, Married-civ-spouse
59, 11, 41, Private, *, *, White, *, *, *, Never-married
59, 11, 41, Private, *, *, White, *, *, *, Divorced
59, 11, 41, Private, *, *, White, *, *, *, Married-spouse-absent
37.5, 10, 40, Private, America, *, White, *, *, <=50K, Divorced
37.5, 10, 40, Private, America, *, White, *, *, <=50K, Divorced
37.5, 10, 40, Private, America, *, White, *, *, <=50K, Divorced
37.5, 10, 40, Private, America, *, White, *, *, <=50K, Divorced
37.5, 10, 40, Private, America, *, White, *, *, <=50K, Never-married
37.5, 10, 40, Private, America, *, White, *, *, <=50K, Divorced
37.5, 10, 49, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
37.5, 10, 49, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
37.5, 10, 49, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
37.5, 10, 49, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
37.5, 10, 49, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
37.5, 10, 49, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
34, 9, 40, *, United-States, Male, *, *, *, *, Never-married
34, 9, 40, *, United-States, Male, *, *, *, *, Married-civ-spouse
34, 9, 40, *, United-States, Male, *, *, *, *, Never-married
34, 9, 40, *, United-States, Male, *, *, *, *, Married-civ-spouse
34, 9, 40, *, United-States, Male, *, *, *, *, Married-civ-spouse
34, 9, 40, *, United-States, Male, *, *, *, *, Married-civ-spouse
76, 14.5, 45, Self, United-States, Male, White, Husband, *, *, Married-civ-spouse
76, 14.5, 45, Self, United-States, Male, White, Husband, *, *, Married-civ-spouse
76, 14.5, 45, Self, United-States, Male, White, Husband, *, *, Married-civ-spouse
76, 14.5, 45, Self, United-States, Male, White, Husband, *, *, Married-civ-spouse
76, 14.5, 45, Self, United-States, Male, White, Husband, *, *, Married-civ-spouse
76, 14.5, 45, Self, United-States, Male, White, Husband, *, *, Married-civ-spouse
32.5, 9, 40, *, United-States, Female, White, *, *, <=50K, Never-married
32.5, 9, 40, *, United-States, Female, White, *, *, <=50K, Never-married
32.5, 9, 40, *, United-States, Female, White, *, *, <=50K, Divorced
32.5, 9, 40, *, United-States, Female, White, *, *, <=50K, Divorced
32.5, 9, 40, *, United-States, Female, White, *, *, <=50K, Married-civ-spouse
32.5, 9, 40, *, United-States, Female, White, *, *, <=50K, Divorced
36.5, 9, 40, *, United-States, Female, White, *, *, *, Never-married
36.5, 9, 40, *, United-States, Female, White, *, *, *, Divorced
36.5, 9, 40, *, United-States, Female, White, *, *, *, Married-civ-spouse
36.5, 9, 40, *, United-States, Female, White, *, *, *, Married-civ-spouse
36.5, 9, 40, *, United-States, Female, White, *, *, *, Never-married
36.5, 9, 40, *, United-States, Female, White, *, *, *, Married-civ-spouse
49, 11, 42.5, *, United-States, *, *, *, *, *, Married-civ-spouse
49, 11, 42.5, *, United-States, *, *, *, *, *, Married-civ-spouse
49, 11, 42.5, *, United-States, *, *, *, *, *, Married-civ-spouse
49, 11, 42.5, *, United-States, *, *, *, *, *, Widowed
49, 11, 42.5, *, United-States, *, *, *, *, *, Married-civ-spouse
49, 11, 42.5, *, United-States, *, *, *, *, *, Divorced
24, 10, 41, *, *, *, *, *, *, <=50K, Never-married
24, 10, 41, *, *, *, *, *, *, <=50K, Never-married
24, 10, 41, *, *, *, *, *, *, <=50K, Never-married
24, 10, 41, *, *, *, *, *, *, <=50K, Never-married
24, 10, 41, *, *, *, *, *, *, <=50K, Never-married
24, 10, 41, *, *, *, *, *, *, <=50K, Never-married
33, 13, 55, *, United-States, *, White, *, *, *, Married-civ-spouse
33, 13, 55, *, United-States, *, White, *, *, *, Never-married
33, 13, 55, *, United-States, *, White, *, *, *, Never-married
33, 13, 55, *, United-States, *, White, *, *, *, Divorced
