age, education-num, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
44, 16, 60, Self, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
44, 16, 60, Self, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
44, 16, 60, Self, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
44, 16, 60, Self, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
44, 16, 60, Self, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
59.5, 9.5, 22, Private, United-States, *, *, *, *, <=50K, Separated
59.5, 9.5, 22, Private, United-States, *, *, *, *, <=50K, Married-civ-spouse
59.5, 9.5, 22, Private, United-States, *, *, *, *, <=50K, Never-married
59.5, 9.5, 22, Private, United-States, *, *, *, *, <=50K, Married-civ-spouse
59.5, 9.5, 22, Private, United-States, *, *, *, *, <=50K, Widowed
44, 8, 40, Private, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
44, 8, 40, Private, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
44, 8, 40, Private, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
44, 8, 40, Private, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
44, 8, 40, Private, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
60.5, 9, 40, *, United-States, *, White, *, *, <=50K, Divorced
60.5, 9, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
60.5, 9, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
60.5, 9, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
60.5, 9, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
59, 13.5, 40, *, America, Male, *, Husband, services, *, Married-civ-spouse
59, 13.5, 40, *, America, Male, *, Husband, services, *, Married-civ-spouse
59, 13.5, 40, *, America, Male, *, Husband, services, *, Married-civ-spouse
59, 13.5, 40, *, America, Male, *, Husband, services, *, Married-civ-spouse
59, 13.5, 40, *, America, Male, *, Husband, services, *, Married-civ-spouse
21, 9, 40, Private, United-States, Male, *, *, manual-labor, <=50K, Never-married
21, 9, 40, Private, United-States, Male, *, *, manual-labor, <=50K, Never-married
21, 9, 40, Private, United-States, Male, *, *, manual-labor, <=50K, Never-married
21, 9, 40, Private, United-States, Male, *, *, manual-labor, <=50K, Never-married
21, 9, 40, Private, United-States, Male, *, *, manual-labor, <=50K, Married-civ-spouse
51.5, 9, 40, *, United-States, Male, *, Husband, manual-labor, <=50K, Married-civ-spouse
51.5, 9, 40, *, United-States, Male, *, Husband, manual-labor, <=50K, Married-civ-spouse
51.5, 9, 40, *, United-States, Male, *, Husband, manual-labor, <=50K, Married-civ-spouse
51.5, 9, 40, *, United-States, Male, *, Husband, manual-labor, <=50K, Married-civ-spouse
51.5, 9, 40, *, United-States, Male, *, Husband, manual-labor, <=50K, Married-civ-spouse
25, 12.5, 52, *, United-States, Male, White, *, *, <=50K, Never-married
25, 12.5, 52, *, United-States, Male, White, *, *, <=50K, Married-civ-spouse
25, 12.5, 52, *, United-States, Male, White, *, *, <=50K, Never-married
25, 12.5, 52, *, United-States, Male, White, *, *, <=50K, Married-civ-spouse
25, 12.5, 52, *, United-States, Male, White, *, *, <=50K, Never-married
20.5, 10, 44.5, Private, United-States, Male, *, Own-child, *, <=50K, Never-married
20.5, 10, 44.5, Private, United-States, Male, *, Own-child, *, <=50K, Never-married
20.5, 10, 44.5, Private, United-States, Male, *, Own-child, *, <=50K, Never-married
20.5, 10, 44.5, Private, United-States, Male, *, Own-child, *, <=50K, Never-married
20.5, 10, 44.5, Private, United-States, Male, *, Own-child, *, <=50K, Never-married
46, 13, 40, *, United-States, *, White, *, *, *, Divorced
46, 13, 40, *, United-States, *, White, *, *, *, Married-civ-spouse
46, 13, 40, *, United-States, *, White, *, *, *, Separated
46, 13, 40, *, United-States, *, White, *, *, *, Never-married
46, 13, 40, *, United-States, *, White, *, *, *, Divorced
30.5, 10, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
30.5, 10, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
30.5, 10, 40, *, United-States, *, White, *, *, <=50K, Never-married
30.5, 10, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
30.5, 10, 40, *, United-States, *, White, *, *, <=50K, Never-married
22, 10, 20, *, United-States, *, *, *, services, <=50K, Married-civ-spouse
22, 10, 20, *, United-States, *, *, *, services, <=50K, Never-married
22, 10, 20, *, United-States, *, *, *, services, <=50K, Married-civ-spouse
22, 10, 20, *, United-States, *, *, *, services, <=50K, Never-married
22, 10, 20, *, United-States, *, *, *, services, <=50K, Never-married
23.5, 9.5, 26.5, Private, United-States, Female, White, *, *, <=50K, Married-AF-spouse
23.5, 9.5, 26.5, Private, United-States, Female, White, *, *, <=50K, Married-civ-spouse
23.5, 9.5, 26.5, Private, United-States, Female, White, *, *, <=50K, Never-married
23.5, 9.5, 26.5, Private, United-States, Female, White, *, *, <=50K, Married-spouse-absent
23.5, 9.5, 26.5, Private, United-States, Female, White, *, *, <=50K, Never-married
49, 12, 41, Self, *, *, White, *, *, <=50K, Married-civ-spouse
49, 12, 41, Self, *, *, White, *, *, <=50K, Divorced
49, 12, 41, Self, *, *, White, *, *, <=50K, Divorced
49, 12, 41, Self, *, *, White, *, *, <=50K, Never-married
49, 12, 41, Self, *, *, White, *, *, <=50K, Married-spouse-absent
49, 9, 40, *, United-States, *, *, *, *, *, Separated
49, 9, 40, *, United-States, *, *, *, *, *, Married-civ-spouse
49, 9, 40, *, United-States, *, *, *, *, *, Married-civ-spouse
49, 9, 40, *, United-States, *, *, *, *, *, Widowed
49, 9, 40, *, United-States, *, *, *, *, *, Separated
41, 11, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
41, 11, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
41, 11, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
41, 11, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
41, 11, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
30.5, 11.5, 44, Private, United-States, Male, *, Not-in-family, *, <=50K, Never-married
30.5, 11.5, 44, Private, United-States, Male, *, Not-in-family, *, <=50K, Never-married
30.5, 11.5, 44, Private, United-States, Male, *, Not-in-family, *, <=50K, Never-married
30.5, 11.5, 44, Private, United-States, Male, *, Not-in-family, *, <=50K, Never-married
30.5, 11.5, 44, Private, United-States, Male, *, Not-in-family, *, <=50K, Separated
26.5, 10, 40, Private, *, Female, *, *, *, <=50K, Married-civ-spouse
26.5, 10, 40, Private, *, Female, *, *, *, <=50K, Divorced
26.5, 10, 40, Private, *, Female, *, *, *, <=50K, Never-married
26.5, 10, 40, Private, *, Female, *, *, *, <=50K, Never-married
26.5, 10, 40, Private, *, Female, *, *, *, <=50K, Married-civ-spouse
48, 15, 62.5, Private, America, *, White, *, *, *, Married-civ-spouse
48, 15, 62.5, Private, America, *, White, *, *, *, Married-civ-spouse
48, 15, 62.5, Private, America, *, White, *, *, *, Married-civ-spouse
48, 15, 62.5, Private, America, *, White, *, *, *, Never-married
48, 15, 62.5, Private, America, *, White, *, *, *, Married-civ-spouse
53.5, 13.5, 55, *, United-States, *, White, *, Exec-managerial, >50K, Divorced
53.5, 13.5, 55, *, United-States, *, White, *, Exec-managerial, >50K, Never-married
53.5, 13.5, 55, *, United-States, *, White, *, Exec-managerial, >50K, Married-civ-spouse
53.5, 13.5, 55, *, United-States, *, White, *, Exec-managerial, >50K, Divorced
53.5, 13.5, 55, *, United-States, *, White, *, Exec-managerial, >50K, Married-civ-spouse
47.5, 9.5, 60, Self, United-States, Male, White, *, *, *, Divorced
47.5, 9.5, 60, Self, United-States, Male, White, *, *, *, Married-civ-spouse
47.5, 9.5, 60, Self, United-States, Male, White, *, *, *, Married-civ-spouse
47.5, 9.5, 60, Self, United-States, Male, White, *, *, *, Married-civ-spouse
47.5, 9.5, 60, Self, United-States, Male, White, *, *, *, Divorced
43.5, 10, 40, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
43.5, 10, 40, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
43.5, 10, 40, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
43.5, 10, 40, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
43.5, 10, 40, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
50, 3.5, 40, Self, America, Male, White, Husband, manual-labor, *, Married-civ-spouse
50, 3.5, 40, Self, America, Male, White, Husband, manual-labor, *, Married-civ-spouse
50, 3.5, 40, Self, America, Male, White, Husband, manual-labor, *, Married-civ-spouse
50, 3.5, 40, Self, America, Male, White, Husband, manual-labor, *, Married-civ-spouse
50, 3.5, 40, Self, America, Male, White, Husband, manual-labor, *, Married-civ-spouse
37.5, 11.5, 40, Private, America, Male, White, Husband, *, *, Married-civ-spouse
37.5, 11.5, 40, Private, America, Male, White, Husband, *, *, Married-civ-spouse
37.5, 11.5, 40, Private, America, Male, White, Husband, *, *, Married-civ-spouse
37.5, 11.5, 40, Private, America, Male, White, Husband, *, *, Married-civ-spouse
37.5, 11.5, 40, Private, America, Male, White, Husband, *, *, Married-civ-spouse
32, 10, 59, *, United-States, Male, White, Not-in-family, *, <=50K, Divorced
32, 10, 59, *, United-States, Male, White, Not-in-family, *, <=50K, Never-married
32, 10, 59, *, United-States, Male, White, Not-in-family, *, <=50K, Divorced
32, 10, 59, *, United-States, Male, White, Not-in-family, *, <=50K, Divorced
32, 10, 59, *, United-States, Male, White, Not-in-family, *, <=50K, Never-married
58.5, 9, 40, Private, United-States, *, White, *, *, >50K, Married-civ-spouse
58.5, 9, 40, Private, United-States, *, White, *, *, >50K, Married-civ-spouse
58.5, 9, 40, Private, United-States, *, White, *, *, >50K, Married-civ-spouse
58.5, 9, 40, Private, United-States, *, White, *, *, >50K, Married-civ-spouse
58.5, 9, 40, Private, United-States, *, White, *, *, >50K, Married-civ-spouse
49, 10, 52.5, Self, United-States, Male, White, Husband, *, *, Married-civ-spouse
49, 10, 52.5, Self, United-States, Male, White, Husband, *, *, Married-civ-spouse
49, 10, 52.5, Self, United-States, Male, White, Husband, *, *, Married-civ-spouse
49, 10, 52.5, Self, United-States, Male, White, Husband, *, *, Married-civ-spouse
49, 10, 52.5, Self, United-States, Male, White, Husband, *, *, Married-civ-spouse
19.5, 10, 33.5, Private, America, Male, *, *, services, <=50K, Never-married
19.5, 10, 33.5, Private, America, Male, *, *, services, <=50K, Never-married
19.5, 10, 33.5, Private, America, Male, *, *, services, <=50K, Never-married
19.5, 10, 33.5, Private, America, Male, *, *, services, <=50K, Married-civ-spouse
19.5, 10, 33.5, Private, America, Male, *, *, services, <=50K, Never-married
34.5, 13.5, 70, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
34.5, 13.5, 70, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
34.5, 13.5, 70, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
34.5, 13.5, 70, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
34.5, 13.5, 70, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
24, 10, 40, Private, United-States, Male, White, *, *, <=50K, Never-married
24, 10, 40, Private, United-States, Male, White, *, *, <=50K, Married-civ-spouse
24, 10, 40, Private, United-States, Male, White, *, *, <=50K, Never-married
24, 10, 40, Private, United-States, Male, White, *, *, <=50K, Never-married
24, 10, 40, Private, United-States, Male, White, *, *, <=50K, Married-civ-spouse
79, 10.5, 30, Self, America, *, White, *, *, <=50K, Married-civ-spouse
79, 10.5, 30, Self, America, *, White, *, *, <=50K, Widowed
79, 10.5, 30, Self, America, *, White, *, *, <=50K, Married-civ-spouse
79, 10.5, 30, Self, America, *, White, *, *, <=50K, Divorced
79, 10.5, 30, Self, America, *, White, *, *, <=50K, Divorced
27.5, 9, 40, Private, America, Male, White, *, *, <=50K, Never-married
27.5, 9, 40, Private, America, Male, White, *, *, <=50K, Never-married
27.5, 9, 40, Private, America, Male, White, *, *, <=50K, Married-civ-spouse
27.5, 9, 40, Private, America, Male, White, *, *, <=50K, Married-civ-spouse
27.5, 9, 40, Private, America, Male, White, *, *, <=50K, Never-married
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
19, 9, 35, Private, America, *, *, *, services, <=50K, Never-married
19, 9, 35, Private, America, *, *, *, services, <=50K, Never-married
19, 9, 35, Private, America, *, *, *, services, <=50K, Never-married
19, 9, 35, Private, America, *, *, *, services, <=50K, Never-married
19, 9, 35, Private, America, *, *, *, services, <=50K, Never-married
44, 9, 40, Self, United-States, *, *, *, *, *, Divorced
44, 9, 40, Self, United-States, *, *, *, *, *, Divorced
44, 9, 40, Self, United-States, *, *, *, *, *, Never-married
44, 9, 40, Self, United-States, *, *, *, *, *, Married-civ-spouse
44, 9, 40, Self, United-States, *, *, *, *, *, Married-spouse-absent
56.5, 9.5, 37.5, Self, United-States, *, White, *, services, *, Divorced
56.5, 9.5, 37.5, Self, United-States, *, White, *, services, *, Married-civ-spouse
56.5, 9.5, 37.5, Self, United-States, *, White, *, services, *, Married-civ-spouse
56.5, 9.5, 37.5, Self, United-States, *, White, *, services, *, Married-civ-spouse
56.5, 9.5, 37.5, Self, United-States, *, White, *, services, *, Never-married
30, 6, 40, Private, America, Male, White, *, *, <=50K, Never-married
30, 6, 40, Private, America, Male, White, *, *, <=50K, Never-married
30, 6, 40, Private, America, Male, White, *, *, <=50K, Never-married
30, 6, 40, Private, America, Male, White, *, *, <=50K, Never-married
30, 6, 40, Private, America, Male, White, *, *, <=50K, Never-married
43, 16, 50, *, *, *, *, *, *, *, Never-married
43, 16, 50, *, *, *, *, *, *, *, Married-civ-spouse
43, 16, 50, *, *, *, *, *, *, *, Separated
43, 16, 50, *, *, *, *, *, *, *, Married-civ-spouse
43, 16, 50, *, *, *, *, *, *, *, Married-civ-spouse
57, 11, 48, Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
57, 11, 48, Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
57, 11, 48, Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
57, 11, 48, Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
57, 11, 48, Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
37, 10, 40, Private, America, *, White, *, *, <=50K, Divorced
37, 10, 40, Private, America, *, White, *, *, <=50K, Divorced
37, 10, 40, Private, America, *, White, *, *, <=50K, Divorced
37, 10, 40, Private, America, *, White, *, *, <=50K, Never-married
37, 10, 40, Private, America, *, White, *, *, <=50K, Divorced
28, 10, 32.5, Private, United-States, Female, *, *, *, <=50K, Divorced
28, 10, 32.5, Private, United-States, Female, *, *, *, <=50K, Never-married
28, 10, 32.5, Private, United-States, Female, *, *, *, <=50K, Married-spouse-absent
28, 10, 32.5, Private, United-States, Female, *, *, *, <=50K, Never-married
28, 10, 32.5, Private, United-States, Female, *, *, *, <=50K, Never-married
37.5, 10, 49, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
37.5, 10, 49, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
37.5, 10, 49, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
37.5, 10, 49, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
37.5, 10, 49, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
34, 9, 40, *, United-States, Male, *, *, *, *, Never-married
34, 9, 40, *, United-States, Male, *, *, *, *, Married-civ-spouse
34, 9, 40, *, United-States, Male, *, *, *, *, Never-married
34, 9, 40, *, United-States, Male, *, *, *, *, Married-civ-spouse
34, 9, 40, *, United-States, Male, *, *, *, *, Married-civ-spouse
76, 14.5, 44, Self, United-States, *, White, *, *, *, Married-civ-spouse
76, 14.5, 44, Self, United-States, *, White, *, *, *, Never-married
76, 14.5, 44, Self, United-States, *, White, *, *, *, Divorced
76, 14.5, 44, Self, United-States, *, White, *, *, *, Married-civ-spouse
76, 14.5, 44, Self, United-States, *, White, *, *, *, Married-civ-spouse
21.5, 10, 40, *, United-States, *, *, *, *, <=50K, Never-married
21.5, 10, 40, *, United-States, *, *, *, *, <=50K, Never-married
21.5, 10, 40, *, United-States, *, *, *, *, <=50K, Never-married
21.5, 10, 40, *, United-States, *, *, *, *, <=50K, Never-married
21.5, 10, 40, *, United-States, *, *, *, *, <=50K, Married-civ-spouse
32.5, 9, 40, *, United-States, Female, White, *, *, <=50K, Never-married
32.5, 9, 40, *, United-States, Female, White, *, *, <=50K, Never-married
32.5, 9, 40, *, United-States, Female, White, *, *, <=50K, Divorced
32.5, 9, 40, *, United-States, Female, White, *, *, <=50K, Married-civ-spouse
32.5, 9, 40, *, United-States, Female, White, *, *, <=50K, Divorced
37.5, 9, 40, Private, United-States, Female, White, *, *, *, Never-married
37.5, 9, 40, Private, United-States, Female, White, *, *, *, Married-civ-spouse
37.5, 9, 40, Private, United-States, Female, White, *, *, *, Divorced
37.5, 9, 40, Private, United-States, Female, White, *, *, *, Married-civ-spouse
37.5, 9, 40, Private, United-States, Female, White, *, *, *, Divorced
58.5, 6, 50, Private, America, *, *, *, manual-labor, <=50K, Married-civ-spouse
58.5, 6, 50, Private, America, *, *, *, manual-labor, <=50K, Married-civ-spouse
58.5, 6, 50, Private, America, *, *, *, manual-labor, <=50K, Divorced
58.5, 6, 50, Private, America, *, *, *, manual-labor, <=50K, Married-spouse-absent
58.5, 6, 50, Private, America, *, *, *, manual-labor, <=50K, Divorced
49.5, 11, 42.5, *, United-States, *, *, *, *, *, Married-civ-spouse
49.5, 11, 42.5, *, United-States, *, *, *, *, *, Married-civ-spouse
49.5, 11, 42.5, *, United-States, *, *, *, *, *, Never-married
49.5, 11, 42.5, *, United-States, *, *, *, *, *, Widowed
49.5, 11, 42.5, *, United-States, *, *, *, *, *, Divorced
23.5, 9, 41, *, United-States, *, White, *, *, <=50K, Never-married
23.5, 9, 41, *, United-States, *, White, *, *, <=50K, Never-married
23.5, 9, 41, *, United-States, *, White, *, *, <=50K, Never-married
23.5, 9, 41, *, United-States, *, White, *, *, <=50K, Never-married
23.5, 9, 41, *, United-States, *, White, *, *, <=50K, Never-married
30, 13, 53, *, United-States, *, White, *, *, *, Married-civ-spouse
30, 13, 53, *, United-States, *, White, *, *, *, Never-married
30, 13, 53, *, United-States, *, White, *, *, *, Married-civ-spouse
30, 13, 53, *, United-States, *, White, *, *, *, Never-married
30, 13, 53, *, United-States, *, White, *, *, *, Never-married
42, 10, 42.5, Private, United-States, *, *, *, manual-labor, <=50K, Divorced
42, 10, 42.5, Private, United-States, *, *, *, manual-labor, <=50K, Divorced
42, 10, 42.5, Private, United-States, *, *, *, manual-labor, <=50K, Never-married
42, 10, 42.5, Private, United-States, *, *, *, manual-labor, <=50K, Divorced
42, 10, 42.5, Private, United-States, *, *, *, manual-labor, <=50K, Married-civ-spouse
32.5, 12.5, 62, Self, United-States, *, *, Not-in-family, *, *, Never-married
32.5, 12.5, 62, Self, United-States, *, *, Not-in-family, *, *, Never-married
32.5, 12.5, 62, Self, United-States, *, *, Not-in-family, *, *, Divorced
32.5, 12.5, 62, Self, United-States, *, *, Not-in-family, *, *, Divorced
32.5, 12.5, 62, Self, United-States, *, *, Not-in-family, *, *, Never-married
40, 9, 35.5, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
40, 9, 35.5, *, United-States, *, White, *, *, <=50K, Divorced
40, 9, 35.5, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
40, 9, 35.5, *, United-States, *, White, *, *, <=50K, Never-married
40, 9, 35.5, *, United-States, *, White, *, *, <=50K, Divorced
46, 12.5, 38, *, United-States, *, *, *, *, <=50K, Divorced
46, 12.5, 38, *, United-States, *, *, *, *, <=50K, Married-civ-spouse
46, 12.5, 38, *, United-States, *, *, *, *, <=50K, Married-civ-spouse
46, 12.5, 38, *, United-States, *, *, *, *, <=50K, Never-married
46, 12.5, 38, *, United-States, *, *, *, *, <=50K, Divorced
42.5, 14, 40, *, *, *, *, *, Prof-specialty, *, Married-civ-spouse
42.5, 14, 40, *, *, *, *, *, Prof-specialty, *, Married-civ-spouse
42.5, 14, 40, *, *, *, *, *, Prof-specialty, *, Divorced
