age, education-num, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
41, 11, 40, State-gov, United-States, Male, White, Husband, manual-labor, *, Married-civ-spouse
41, 11, 40, State-gov, United-States, Male, White, Husband, manual-labor, *, Married-civ-spouse
29, 11, 43, Private, United-States, Male, White, Not-in-family, *, <=50K, Never-married
29, 11, 43, Private, United-States, Male, White, Not-in-family, *, <=50K, Separated
25, 10, 40, Private, *, Female, *, Wife, bureaucracy, <=50K, Married-civ-spouse
25, 10, 40, Private, *, Female, *, Wife, bureaucracy, <=50K, Married-civ-spouse
47.5, 15.5, 60, Self, America, *, White, *, Prof-specialty, >50K, Married-civ-spouse
47.5, 15.5, 60, Self, America, *, White, *, Prof-specialty, >50K, Married-civ-spouse
50.5, 13, 55, *, United-States, Male, White, *, Exec-managerial, >50K, Divorced
50.5, 13, 55, *, United-States, Male, White, *, Exec-managerial, >50K, Married-civ-spouse
47, 9, 60, Self, United-States, Male, White, *, *, <=50K, Divorced
47, 9, 60, Self, United-States, Male, White, *, *, <=50K, Married-civ-spouse
43.5, 10, 40, Private, United-States, Male, White, Husband, services, >50K, Married-civ-spouse
43.5, 10, 40, Private, United-States, Male, White, Husband, services, >50K, Married-civ-spouse
49, 3, 40, Private, Mexico, Male, White, Husband, Machine-op-inspct, <=50K, Married-civ-spouse
49, 3, 40, Private, Mexico, Male, White, Husband, Machine-op-inspct, <=50K, Married-civ-spouse
36.5, 11, 40, Private, America, Male, White, Husband, *, *, Married-civ-spouse
36.5, 11, 40, Private, America, Male, White, Husband, *, *, Married-civ-spouse
41, 9, 49, Private, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
41, 9, 49, Private, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
30, 13, 40, Private, United-States, Male, White, *, services, <=50K, Married-civ-spouse
30, 13, 40, Private, United-States, Male, White, *, services, <=50K, Never-married
42.5, 16, 47.5, *, United-States, *, White, *, Prof-specialty, >50K, Married-civ-spouse
42.5, 16, 47.5, *, United-States, *, White, *, Prof-specialty, >50K, Never-married
29, 10, 59, Private, United-States, Male, White, Not-in-family, *, <=50K, Divorced
29, 10, 59, Private, United-States, Male, White, Not-in-family, *, <=50K, Divorced
36.5, 9, 40, Private, United-States, Male, White, Husband, Craft-repair, *, Married-civ-spouse
36.5, 9, 40, Private, United-States, Male, White, Husband, Craft-repair, *, Married-civ-spouse
28, 10, 40, Private, United-States, Female, White, Not-in-family, *, <=50K, Divorced
28, 10, 40, Private, United-States, Female, White, Not-in-family, *, <=50K, Never-married
54, 9, 40, Private, United-States, *, White, *, *, >50K, Married-civ-spouse
54, 9, 40, Private, United-States, *, White, *, *, >50K, Married-civ-spouse
49, 10, 52.5, Self-emp-inc, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
49, 10, 52.5, Self-emp-inc, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
19, 10, 32, Private, America, Male, White, Own-child, services, <=50K, Never-married
19, 10, 32, Private, America, Male, White, Own-child, services, <=50K, Never-married
31, 13, 40, Private, *, *, Black, Own-child, *, <=50K, Separated
31, 13, 40, Private, *, *, Black, Own-child, *, <=50K, Never-married
31, 13, 70, Self, United-States, Male, White, Husband, services, *, Married-civ-spouse
31, 13, 70, Self, United-States, Male, White, Husband, services, *, Married-civ-spouse
23.5, 10, 40, Private, United-States, Male, White, Not-in-family, Machine-op-inspct, <=50K, Never-married
23.5, 10, 40, Private, United-States, Male, White, Not-in-family, Machine-op-inspct, <=50K, Never-married
79, 10.5, 20, Private, America, *, White, *, *, <=50K, Married-civ-spouse
79, 10.5, 20, Private, America, *, White, *, *, <=50K, Widowed
27, 9, 40, Private, America, Male, White, *, Other-service, <=50K, Never-married
27, 9, 40, Private, America, Male, White, *, Other-service, <=50K, Never-married
40, 12, 40, Private, United-States, Male, White, Husband, Adm-clerical, *, Married-civ-spouse
40, 12, 40, Private, United-States, Male, White, Husband, Adm-clerical, *, Married-civ-spouse
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
31, 4.5, 40, *, United-States, Male, White, *, *, <=50K, Married-civ-spouse
31, 4.5, 40, *, United-States, Male, White, *, *, <=50K, Never-married
18.5, 9, 30, Private, America, Male, *, *, Sales, <=50K, Never-married
18.5, 9, 30, Private, America, Male, *, *, Sales, <=50K, Never-married
46, 9, 40, Self, United-States, Female, White, Wife, services, *, Married-civ-spouse
46, 9, 40, Self, United-States, Female, White, Wife, services, *, Married-civ-spouse
59, 9, 48, *, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
59, 9, 48, *, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
44, 9, 40, Private, United-States, Female, White, Not-in-family, *, *, Divorced
44, 9, 40, Private, United-States, Female, White, Not-in-family, *, *, Divorced
55.5, 9, 35, Self, United-States, Female, White, *, Sales, *, Divorced
55.5, 9, 35, Self, United-States, Female, White, *, Sales, *, Married-civ-spouse
49, 9, 40, Gov, United-States, Male, White, *, *, *, Married-civ-spouse
49, 9, 40, Gov, United-States, Male, White, *, *, *, Divorced
33, 14, 50, Private, United-States, Male, White, Husband, Prof-specialty, *, Married-civ-spouse
33, 14, 50, Private, United-States, Male, White, Husband, Prof-specialty, *, Married-civ-spouse
58, 11, 40, Private, United-States, Male, White, Husband, services, <=50K, Married-civ-spouse
58, 11, 40, Private, United-States, Male, White, Husband, services, <=50K, Married-civ-spouse
37, 10, 40, Private, America, Female, White, Unmarried, *, <=50K, Divorced
37, 10, 40, Private, America, Female, White, Unmarried, *, <=50K, Divorced
28, 10, 25, Private, United-States, Female, *, *, *, <=50K, Divorced
28, 10, 25, Private, United-States, Female, *, *, *, <=50K, Married-civ-spouse
34, 13, 40, *, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
34, 13, 40, *, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
29, 10, 50, Local-gov, United-States, Male, *, Not-in-family, Handlers-cleaners, <=50K, Never-married
29, 10, 50, Local-gov, United-States, Male, *, Not-in-family, Handlers-cleaners, <=50K, Divorced
37, 10, 49, Private, United-States, Male, White, Husband, services, >50K, Married-civ-spouse
37, 10, 49, Private, United-States, Male, White, Husband, services, >50K, Married-civ-spouse
49, 12, 40, Private, *, Female, White, *, *, <=50K, Divorced
49, 12, 40, Private, *, Female, White, *, *, <=50K, Divorced
34, 9, 40, *, United-States, Male, Black, *, Other-service, <=50K, Never-married
34, 9, 40, *, United-States, Male, Black, *, Other-service, <=50K, Married-civ-spouse
76, 14, 40, Private, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
76, 14, 40, Private, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
44, 13, 60, Private, United-States, Male, White, Husband, Exec-managerial, *, Married-civ-spouse
44, 13, 60, Private, United-States, Male, White, Husband, Exec-managerial, *, Married-civ-spouse
48, 14, 55, Self, United-States, *, White, Not-in-family, Prof-specialty, <=50K, Never-married
48, 14, 55, Self, United-States, *, White, Not-in-family, Prof-specialty, <=50K, Never-married
20.5, 10, 40, Private, United-States, Female, White, Own-child, services, <=50K, Never-married
20.5, 10, 40, Private, United-States, Female, White, Own-child, services, <=50K, Never-married
29, 9, 40, Private, United-States, Male, White, Not-in-family, manual-labor, <=50K, Never-married
29, 9, 40, Private, United-States, Male, White, Not-in-family, manual-labor, <=50K, Separated
32.5, 9, 40, Self, United-States, *, White, *, Craft-repair, >50K, Married-civ-spouse
32.5, 9, 40, Self, United-States, *, White, *, Craft-repair, >50K, Married-civ-spouse
30, 7, 40, Private, United-States, Male, White, *, manual-labor, <=50K, Never-married
30, 7, 40, Private, United-States, Male, White, *, manual-labor, <=50K, Married-civ-spouse
31, 9, 40, *, United-States, Female, White, Not-in-family, *, <=50K, Never-married
31, 9, 40, *, United-States, Female, White, Not-in-family, *, <=50K, Divorced
25, 13, 40, Private, United-States, Male, White, *, Sales, <=50K, Never-married
25, 13, 40, Private, United-States, Male, White, *, Sales, <=50K, Never-married
39.5, 15, 40, Private, United-States, *, White, *, Prof-specialty, >50K, Married-civ-spouse
39.5, 15, 40, Private, United-States, *, White, *, Prof-specialty, >50K, Married-civ-spouse
57, 9, 50, Self, North-America, Male, White, Husband, *, >50K, Married-civ-spouse
57, 9, 50, Self, North-America, Male, White, Husband, *, >50K, Married-civ-spouse
36, 9, 40, Private, United-States, Female, White, *, manual-labor, <=50K, Never-married
36, 9, 40, Private, United-States, Female, White, *, manual-labor, <=50K, Married-civ-spouse
53, 5, 50, Private, America, Male, White, Husband, manual-labor, <=50K, Married-civ-spouse
53, 5, 50, Private, America, Male, White, Husband, manual-labor, <=50K, Married-civ-spouse
56, 10, 50, Self, United-States, Male, White, Husband, Sales, <=50K, Married-civ-spouse
56, 10, 50, Self, United-States, Male, White, Husband, Sales, <=50K, Married-civ-spouse
49, 11, 40, *, United-States, Male, *, Husband, Craft-repair, >50K, Married-civ-spouse
49, 11, 40, *, United-States, Male, *, Husband, Craft-repair, >50K, Married-civ-spouse
55, 10, 56, Private, United-States, Male, White, *, services, <=50K, Married-civ-spouse
55, 10, 56, Private, United-States, Male, White, *, services, <=50K, Divorced
23, 9, 41, Private, United-States, Male, White, *, Craft-repair, <=50K, Never-married
23, 9, 41, Private, United-States, Male, White, *, Craft-repair, <=50K, Never-married
31.5, 13, 50, *, United-States, Male, White, Husband, Prof-specialty, >50K, Married-civ-spouse
31.5, 13, 50, *, United-States, Male, White, Husband, Prof-specialty, >50K, Married-civ-spouse
19.5, 10, 35, Private, United-States, Male, *, *, services, <=50K, Never-married
19.5, 10, 35, Private, United-States, Male, *, *, services, <=50K, Never-married
47.5, 13, 40, Private, United-States, *, White, *, bureaucracy, >50K, Married-civ-spouse
47.5, 13, 40, Private, United-States, *, White, *, bureaucracy, >50K, Married-civ-spouse
21, 10, 29, Private, United-States, *, White, Own-child, *, <=50K, Never-married
21, 10, 29, Private, United-States, *, White, Own-child, *, <=50K, Never-married
32, 12.5, 40, Private, United-States, Male, White, Husband, bureaucracy, >50K, Married-civ-spouse
32, 12.5, 40, Private, United-States, Male, White, Husband, bureaucracy, >50K, Married-civ-spouse
39, 10, 40, Private, United-States, Male, White, Not-in-family, Craft-repair, <=50K, Divorced
39, 10, 40, Private, United-States, Male, White, Not-in-family, Craft-repair, <=50K, Divorced
31.5, 12, 60, Private, United-States, Female, White, Not-in-family, *, <=50K, Never-married
31.5, 12, 60, Private, United-States, Female, White, Not-in-family, *, <=50K, Never-married
24.5, 9, 40, Private, United-States, Female, White, *, Other-service, <=50K, Never-married
24.5, 9, 40, Private, United-States, Female, White, *, Other-service, <=50K, Never-married
38.5, 9, 37.5, Self-emp-not-inc, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
38.5, 9, 37.5, Self-emp-not-inc, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
37.5, 13, 50, Private, *, Male, White, Husband, Sales, <=50K, Married-civ-spouse
37.5, 13, 50, Private, *, Male, White, Husband, Sales, <=50K, Married-civ-spouse
46, 12, 36, Private, United-States, Female, *, Not-in-family, services, <=50K, Divorced
46, 12, 36, Private, United-States, Female, *, Not-in-family, services, <=50K, Never-married
38, 14, 40, Federal-gov, *, Male, White, *, Prof-specialty, *, Married-civ-spouse
38, 14, 40, Federal-gov, *, Male, White, *, Prof-specialty, *, Never-married
43, 9, 60, Self, United-States, Male, White, *, Craft-repair, <=50K, Married-civ-spouse
43, 9, 60, Self, United-States, Male, White, *, Craft-repair, <=50K, Divorced
27, 11, 35, Private, United-States, Female, White, *, *, <=50K, Married-civ-spouse
27, 11, 35, Private, United-States, Female, White, *, *, <=50K, Never-married
21, 10, 22, Private, United-States, Male, White, *, services, <=50K, Never-married
21, 10, 22, Private, United-States, Male, White, *, services, <=50K, Married-civ-spouse
61, 9, 40, Self, United-States, Male, *, Husband, Craft-repair, <=50K, Married-civ-spouse
61, 9, 40, Self, United-States, Male, *, Husband, Craft-repair, <=50K, Married-civ-spouse
27, 10, 40, Private, United-States, Female, White, Own-child, services, <=50K, Never-married
27, 10, 40, Private, United-States, Female, White, Own-child, services, <=50K, Never-married
46, 11, 40, Private, United-States, *, White, Not-in-family, services, *, Never-married
46, 11, 40, Private, United-States, *, White, Not-in-family, services, *, Never-married
73.5, 10, 40, Self, United-States, Male, White, *, services, <=50K, Never-married
73.5, 10, 40, Self, United-States, Male, White, *, services, <=50K, Married-civ-spouse
31.5, 9, 30, Private, United-States, Female, *, *, *, <=50K, Never-married
31.5, 9, 30, Private, United-States, Female, *, *, *, <=50K, Separated
36, 9, 24.5, Private, United-States, Female, White, Unmarried, services, <=50K, Widowed
36, 9, 24.5, Private, United-States, Female, White, Unmarried, services, <=50K, Divorced
64.5, 7, 40, Private, United-States, Male, *, *, *, <=50K, Married-civ-spouse
64.5, 7, 40, Private, United-States, Male, *, *, *, <=50K, Widowed
47, 10, 39, *, America, Female, White, Unmarried, *, <=50K, Divorced
47, 10, 39, *, America, Female, White, Unmarried, *, <=50K, Divorced
34, 9, 40, Private, United-States, Female, White, Not-in-family, *, <=50K, Never-married
34, 9, 40, Private, United-States, Female, White, Not-in-family, *, <=50K, Never-married
34.5, 13, 40, Private, *, Female, *, *, *, <=50K, Never-married
34.5, 13, 40, Private, *, Female, *, *, *, <=50K, Divorced
21, 9, 37.5, Private, United-States, Male, *, Own-child, Craft-repair, <=50K, Never-married
21, 9, 37.5, Private, United-States, Male, *, Own-child, Craft-repair, <=50K, Never-married
48, 9.5, 46, Private, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
48, 9.5, 46, Private, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
24.5, 13, 40, Private, United-States, Male, White, Not-in-family, *, <=50K, Never-married
24.5, 13, 40, Private, United-States, Male, White, Not-in-family, *, <=50K, Never-married
72.5, 10, 5.5, Self, United-States, *, *, *, *, <=50K, Separated
72.5, 10, 5.5, Self, United-States, *, *, *, *, <=50K, Divorced
42.5, 13, 50, Private, United-States, Male, *, *, *, <=50K, Separated
42.5, 13, 50, Private, United-States, Male, *, *, *, <=50K, Married-civ-spouse
29, 9, 40, Private, *, Female, *, *, Exec-managerial, <=50K, Never-married
29, 9, 40, Private, *, Female, *, *, Exec-managerial, <=50K, Married-civ-spouse
45, 14, 40, Self-emp-not-inc, United-States, Male, White, Husband, services, *, Married-civ-spouse
45, 14, 40, Self-emp-not-inc, United-States, Male, White, Husband, services, *, Married-civ-spouse
41, 12.5, 42, *, United-States, Male, White, Not-in-family, *, <=50K, Never-married
41, 12.5, 42, *, United-States, Male, White, Not-in-family, *, <=50K, Never-married
46.5, 14, 40, Gov, United-States, Male, White, *, *, <=50K, Widowed
46.5, 14, 40, Gov, United-States, Male, White, *, *, <=50K, Married-civ-spouse
18, 7, 16, Private, United-States, Male, White, Own-child, *, <=50K, Never-married
18, 7, 16, Private, United-States, Male, White, Own-child, *, <=50K, Never-married
66.5, 11, 22, *, United-States, Female, White, Not-in-family, services, <=50K, Widowed
66.5, 11, 22, *, United-States, Female, White, Not-in-family, services, <=50K, Divorced
28, 9, 40, *, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
28, 9, 40, *, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
51.5, 10, 40, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
51.5, 10, 40, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
27, 9, 30, Private, United-States, Female, White, Unmarried, services, <=50K, Married-spouse-absent
27, 9, 30, Private, United-States, Female, White, Unmarried, services, <=50K, Never-married
34, 9, 40, Private, United-States, Male, Black, *, *, <=50K, Never-married
34, 9, 40, Private, United-States, Male, Black, *, *, <=50K, Married-civ-spouse
18.5, 9.5, 12, Private, United-States, Male, White, Own-child, *, <=50K, Never-married
18.5, 9.5, 12, Private, United-States, Male, White, Own-child, *, <=50K, Never-married
44, 10, 39, Local-gov, United-States, Male, *, Husband, *, >50K, Married-civ-spouse
44, 10, 39, Local-gov, United-States, Male, *, Husband, *, >50K, Married-civ-spouse
44.5, 10, 40, Private, United-States, Female, White, Not-in-family, *, <=50K, Divorced
44.5, 10, 40, Private, United-States, Female, White, Not-in-family, *, <=50K, Divorced
31, 10.5, 45, Private, United-States, Male, *, Not-in-family, Craft-repair, <=50K, Never-married
31, 10.5, 45, Private, United-States, Male, *, Not-in-family, Craft-repair, <=50K, Never-married
47, 4, 40, Self, America, Male, White, Husband, Machine-op-inspct, >50K, Married-civ-spouse
47, 4, 40, Self, America, Male, White, Husband, Machine-op-inspct, >50K, Married-civ-spouse
37, 10, 43.5, Gov, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
37, 10, 43.5, Gov, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
67, 16, 5.5, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
67, 16, 5.5, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
39.5, 10, 28, *, United-States, Female, Black, Not-in-family, *, <=50K, Divorced
39.5, 10, 28, *, United-States, Female, Black, Not-in-family, *, <=50K, Divorced
24.5, 10, 40, Private, United-States, Male, White, Husband, manual-labor, <=50K, Married-civ-spouse
24.5, 10, 40, Private, United-States, Male, White, Husband, manual-labor, <=50K, Married-civ-spouse
41, 13, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
41, 13, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
23, 3, 40, Private, Mexico, *, White, Other-relative, manual-labor, <=50K, Married-civ-spouse
23, 3, 40, Private, Mexico, *, White, Other-relative, manual-labor, <=50K, Married-civ-spouse
37, 10, 40, Private, United-States, Male, White, *, manual-labor, <=50K, Divorced
37, 10, 40, Private, United-States, Male, White, *, manual-labor, <=50K, Married-civ-spouse
40.5, 14, 60, *, United-States, *, White, *, Exec-managerial, >50K, Never-married
40.5, 14, 60, *, United-States, *, White, *, Exec-managerial, >50K, Married-civ-spouse
35.5, 14, 40, Self, United-States, *, *, *, Prof-specialty, >50K, Married-civ-spouse
35.5, 14, 40, Self, United-States, *, *, *, Prof-specialty, >50K, Divorced
25, 9, 40, Self, United-States, Male, White, Not-in-family, *, <=50K, Never-married
25, 9, 40, Self, United-States, Male, White, Not-in-family, *, <=50K, Never-married
26, 14, 40, Private, United-States, Female, White, Not-in-family, services, <=50K, Never-married
26, 14, 40, Private, United-States, Female, White, Not-in-family, services, <=50K, Never-married
42, 10, 40, Local-gov, United-States, Female, White, *, *, <=50K, Never-married
42, 10, 40, Local-gov, United-States, Female, White, *, *, <=50K, Married-civ-spouse
39, 9, 35.5, *, United-States, Female, White, Unmarried, Adm-clerical, <=50K, Divorced
39, 9, 35.5, *, United-States, Female, White, Unmarried, Adm-clerical, <=50K, Divorced
18, 8, 40, Private, United-States, Female, White, Own-child, Sales, <=50K, Never-married
18, 8, 40, Private, United-States, Female, White, Own-child, Sales, <=50K, Never-married
36, 13, 40.5, Private, United-States, Male, *, Husband, services, *, Married-civ-spouse
36, 13, 40.5, Private, United-States, Male, *, Husband, services, *, Married-civ-spouse
17, 7, 12, Private, United-States, *, White, Own-child, services, <=50K, Never-married
17, 7, 12, Private, United-States, *, White, Own-child, services, <=50K, Never-married
44, 9, 40, *, United-States, Male, Black, Husband, manual-labor, <=50K, Married-civ-spouse
44, 9, 40, *, United-States, Male, Black, Husband, manual-labor, <=50K, Married-civ-spouse
35, 10, 40, Private, United-States, Female, *, Not-in-family, *, <=50K, Never-married
35, 10, 40, Private, United-States, Female, *, Not-in-family, *, <=50K, Never-married
37.5, 13, 60, Private, United-States, Male, *, *, *, >50K, Never-married
37.5, 13, 60, Private, United-States, Male, *, *, *, >50K, Married-civ-spouse
45, 13, 55, Private, *, Male, White, Husband, *, *, Married-civ-spouse
45, 13, 55, Private, *, Male, White, Husband, *, *, Married-civ-spouse
26, 6, 40, Private, United-States, Male, White, Not-in-family, *, <=50K, Never-married
26, 6, 40, Private, United-States, Male, White, Not-in-family, *, <=50K, Never-married
31, 10, 40, Private, United-States, *, White, *, Handlers-cleaners, <=50K, Married-civ-spouse
31, 10, 40, Private, United-States, *, White, *, Handlers-cleaners, <=50K, Never-married
90, 9, 40, Private, United-States, *, *, Not-in-family, *, <=50K, Never-married
90, 9, 40, Private, United-States, *, *, Not-in-family, *, <=50K, Divorced
55, 1.5, 35, *, United-States, Female, *, Not-in-family, *, <=50K, Never-married
55, 1.5, 35, *, United-States, Female, *, Not-in-family, *, <=50K, Widowed
66, 9, 50, Self-emp-not-inc, United-States, Male, White, Husband, Farming-fishing, <=50K, Married-civ-spouse
66, 9, 50, Self-emp-not-inc, United-States, Male, White, Husband, Farming-fishing, <=50K, Married-civ-spouse
35, 7, 40, *, United-States, Male, Black, Not-in-family, manual-labor, <=50K, Separated
35, 7, 40, *, United-States, Male, Black, Not-in-family, manual-labor, <=50K, Separated
41, 9, 39, Private, United-States, Female, *, Unmarried, Sales, <=50K, Divorced
41, 9, 39, Private, United-States, Female, *, Unmarried, Sales, <=50K, Divorced
25, 10, 42, Private, United-States, Male, White, Not-in-family, *, <=50K, Never-married
