age, education-num, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income
24.5, 13, 35, Private, United-States, *, White, Never-married, *, *, <=50K
24.5, 13, 35, Private, United-States, *, White, Never-married, *, *, <=50K
24.5, 13, 35, Private, United-States, *, White, Never-married, *, *, <=50K
24.5, 13, 35, Private, United-States, *, White, Never-married, *, *, <=50K
35, 12.5, 50, Private, *, *, *, *, *, services, <=50K
35, 12.5, 50, Private, *, *, *, *, *, services, <=50K
35, 12.5, 50, Private, *, *, *, *, *, services, <=50K
35, 12.5, 50, Private, *, *, *, *, *, services, <=50K
35, 12.5, 50, Private, *, *, *, *, *, services, <=50K
35, 12.5, 50, Private, *, *, *, *, *, services, <=50K
37, 4.5, 45, *, America, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K
37, 4.5, 45, *, America, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K
37, 4.5, 45, *, America, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K
37, 4.5, 45, *, America, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K
37, 4.5, 45, *, America, Male, *, Married-civ-spouse, Husband, manual-labor, >50K
37, 4.5, 45, *, America, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K
26, 9, 37.5, Self, United-States, Male, White, Never-married, *, manual-labor, <=50K
26, 9, 37.5, Self, United-States, Male, White, Never-married, *, manual-labor, <=50K
26, 9, 37.5, Self, United-States, Male, White, Never-married, *, manual-labor, <=50K
26, 9, 37.5, Self, United-States, Male, White, Never-married, *, manual-labor, <=50K
26, 9, 37.5, Self, United-States, Male, White, Never-married, *, manual-labor, <=50K
26, 9, 37.5, Self, United-States, Male, White, Never-married, *, manual-labor, <=50K
34, 9, 40, Private, United-States, Male, *, *, *, manual-labor, <=50K
34, 9, 40, Private, United-States, Male, *, *, *, manual-labor, <=50K
34, 9, 40, Private, United-States, Male, *, *, *, manual-labor, <=50K
34, 9, 40, Private, United-States, Male, *, *, *, manual-labor, <=50K
34, 9, 40, Private, United-States, Male, *, *, *, manual-labor, <=50K
34, 9, 40, Private, United-States, Male, *, *, *, manual-labor, <=50K
40.5, 8.5, 50, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
40.5, 8.5, 50, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
40.5, 8.5, 50, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
40.5, 8.5, 50, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
40.5, 8.5, 50, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
40.5, 8.5, 50, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
46, 14, 47.5, Self, United-States, *, *, *, *, *, >50K
46, 14, 47.5, Self, United-States, *, *, *, *, *, <=50K
46, 14, 47.5, Self, United-States, *, *, *, *, *, <=50K
46, 14, 47.5, Self, United-States, *, *, *, *, *, <=50K
46, 14, 47.5, Self, United-States, *, *, *, *, *, >50K
46, 14, 47.5, Self, United-States, *, *, *, *, *, >50K
44, 16, 60, Self, America, *, White, Married-civ-spouse, *, *, >50K
44, 16, 60, Self, America, *, White, Married-civ-spouse, *, *, >50K
44, 16, 60, Self, America, *, White, Married-civ-spouse, *, *, >50K
44, 16, 60, Self, America, *, White, Married-civ-spouse, *, *, >50K
44, 16, 60, Self, America, *, White, Married-civ-spouse, *, *, >50K
44, 16, 60, Self, America, *, White, Married-civ-spouse, *, *, >50K
60.5, 10, 22, Private, United-States, *, *, *, *, *, <=50K
60.5, 10, 22, Private, United-States, *, *, *, *, *, <=50K
60.5, 10, 22, Private, United-States, *, *, *, *, *, <=50K
60.5, 10, 22, Private, United-States, *, *, *, *, *, <=50K
60.5, 10, 22, Private, United-States, *, *, *, *, *, <=50K
60.5, 10, 22, Private, United-States, *, *, *, *, *, <=50K
44, 8, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
44, 8, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
44, 8, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
44, 8, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
44, 8, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
44, 8, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
60, 9, 40, *, United-States, *, White, *, *, *, <=50K
60, 9, 40, *, United-States, *, White, *, *, *, <=50K
60, 9, 40, *, United-States, *, White, *, *, *, <=50K
60, 9, 40, *, United-States, *, White, *, *, *, >50K
60, 9, 40, *, United-States, *, White, *, *, *, <=50K
60, 9, 40, *, United-States, *, White, *, *, *, >50K
59, 13.5, 42.5, *, United-States, *, *, *, *, *, >50K
59, 13.5, 42.5, *, United-States, *, *, *, *, *, >50K
59, 13.5, 42.5, *, United-States, *, *, *, *, *, <=50K
59, 13.5, 42.5, *, United-States, *, *, *, *, *, >50K
59, 13.5, 42.5, *, United-States, *, *, *, *, *, >50K
59, 13.5, 42.5, *, United-States, *, *, *, *, *, >50K
21, 9, 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K
21, 9, 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K
21, 9, 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K
21, 9, 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K
21, 9, 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K
21, 9, 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K
50.5, 9.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
50.5, 9.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
50.5, 9.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
50.5, 9.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
50.5, 9.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
50.5, 9.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
25, 12.5, 53.5, *, United-States, Male, White, *, *, *, <=50K
25, 12.5, 53.5, *, United-States, Male, White, *, *, *, <=50K
25, 12.5, 53.5, *, United-States, Male, White, *, *, *, <=50K
25, 12.5, 53.5, *, United-States, Male, White, *, *, *, <=50K
25, 12.5, 53.5, *, United-States, Male, White, *, *, *, <=50K
25, 12.5, 53.5, *, United-States, Male, White, *, *, *, >50K
20.5, 10, 44.5, Private, United-States, *, *, Never-married, Own-child, *, <=50K
20.5, 10, 44.5, Private, United-States, *, *, Never-married, Own-child, *, <=50K
20.5, 10, 44.5, Private, United-States, *, *, Never-married, Own-child, *, <=50K
20.5, 10, 44.5, Private, United-States, *, *, Never-married, Own-child, *, <=50K
20.5, 10, 44.5, Private, United-States, *, *, Never-married, Own-child, *, <=50K
20.5, 10, 44.5, Private, United-States, *, *, Never-married, Own-child, *, <=50K
46, 13, 40, *, United-States, *, White, *, *, *, <=50K
46, 13, 40, *, United-States, *, White, *, *, *, >50K
46, 13, 40, *, United-States, *, White, *, *, *, <=50K
46, 13, 40, *, United-States, *, White, *, *, *, <=50K
46, 13, 40, *, United-States, *, White, *, *, *, <=50K
46, 13, 40, *, United-States, *, White, *, *, *, >50K
30.5, 10, 40, *, United-States, *, White, *, *, *, <=50K
30.5, 10, 40, *, United-States, *, White, *, *, *, <=50K
30.5, 10, 40, *, United-States, *, White, *, *, *, <=50K
30.5, 10, 40, *, United-States, *, White, *, *, *, <=50K
30.5, 10, 40, *, United-States, *, White, *, *, *, <=50K
30.5, 10, 40, *, United-States, *, White, *, *, *, <=50K
22, 10, 20, *, United-States, *, *, *, *, *, <=50K
22, 10, 20, *, United-States, *, *, *, *, *, <=50K
22, 10, 20, *, United-States, *, *, *, *, *, <=50K
22, 10, 20, *, United-States, *, *, *, *, *, <=50K
22, 10, 20, *, United-States, *, *, *, *, *, <=50K
22, 10, 20, *, United-States, *, *, *, *, *, <=50K
51, 8, 43, Private, America, *, *, *, *, *, <=50K
51, 8, 43, Private, America, *, *, *, *, *, <=50K
51, 8, 43, Private, America, *, *, *, *, *, >50K
51, 8, 43, Private, America, *, *, *, *, *, <=50K
51, 8, 43, Private, America, *, *, *, *, *, <=50K
51, 8, 43, Private, America, *, *, *, *, *, <=50K
23.5, 9.5, 26.5, Private, United-States, Female, *, *, *, *, <=50K
23.5, 9.5, 26.5, Private, United-States, Female, *, *, *, *, <=50K
23.5, 9.5, 26.5, Private, United-States, Female, *, *, *, *, <=50K
23.5, 9.5, 26.5, Private, United-States, Female, *, *, *, *, <=50K
23.5, 9.5, 26.5, Private, United-States, Female, *, *, *, *, <=50K
23.5, 9.5, 26.5, Private, United-States, Female, *, *, *, *, <=50K
49, 12, 40, Self, *, *, White, *, *, *, <=50K
49, 12, 40, Self, *, *, White, *, *, *, <=50K
49, 12, 40, Self, *, *, White, *, *, *, <=50K
49, 12, 40, Self, *, *, White, *, *, *, <=50K
49, 12, 40, Self, *, *, White, *, *, *, <=50K
49, 12, 40, Self, *, *, White, *, *, *, <=50K
41, 11.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
41, 11.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
41, 11.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
41, 11.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
41, 11.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
41, 11.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
30.5, 11.5, 44, Private, United-States, Male, *, *, *, *, <=50K
30.5, 11.5, 44, Private, United-States, Male, *, *, *, *, >50K
30.5, 11.5, 44, Private, United-States, Male, *, *, *, *, <=50K
30.5, 11.5, 44, Private, United-States, Male, *, *, *, *, <=50K
30.5, 11.5, 44, Private, United-States, Male, *, *, *, *, <=50K
30.5, 11.5, 44, Private, United-States, Male, *, *, *, *, <=50K
26.5, 10, 40, Private, *, Female, *, *, *, *, <=50K
26.5, 10, 40, Private, *, Female, *, *, *, *, <=50K
26.5, 10, 40, Private, *, Female, *, *, *, *, <=50K
26.5, 10, 40, Private, *, Female, *, *, *, *, <=50K
26.5, 10, 40, Private, *, Female, *, *, *, *, <=50K
26.5, 10, 40, Private, *, Female, *, *, *, *, <=50K
51, 13.5, 57.5, *, United-States, Male, White, *, *, *, >50K
51, 13.5, 57.5, *, United-States, Male, White, *, *, *, >50K
51, 13.5, 57.5, *, United-States, Male, White, *, *, *, >50K
51, 13.5, 57.5, *, United-States, Male, White, *, *, *, <=50K
51, 13.5, 57.5, *, United-States, Male, White, *, *, *, <=50K
51, 13.5, 57.5, *, United-States, Male, White, *, *, *, >50K
48, 9.5, 60, Self, United-States, Male, White, *, *, *, <=50K
48, 9.5, 60, Self, United-States, Male, White, *, *, *, >50K
48, 9.5, 60, Self, United-States, Male, White, *, *, *, <=50K
48, 9.5, 60, Self, United-States, Male, White, *, *, *, <=50K
48, 9.5, 60, Self, United-States, Male, White, *, *, *, >50K
48, 9.5, 60, Self, United-States, Male, White, *, *, *, >50K
43.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
43.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
43.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
43.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
43.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
43.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
49.5, 4, 45, Private, America, *, White, *, *, manual-labor, <=50K
49.5, 4, 45, Private, America, *, White, *, *, manual-labor, <=50K
49.5, 4, 45, Private, America, *, White, *, *, manual-labor, <=50K
49.5, 4, 45, Private, America, *, White, *, *, manual-labor, <=50K
49.5, 4, 45, Private, America, *, White, *, *, manual-labor, <=50K
49.5, 4, 45, Private, America, *, White, *, *, manual-labor, <=50K
36, 11.5, 44, *, *, Male, White, Married-civ-spouse, Husband, *, <=50K
36, 11.5, 44, *, *, Male, White, Married-civ-spouse, Husband, *, >50K
36, 11.5, 44, *, *, Male, White, Married-civ-spouse, Husband, *, >50K
36, 11.5, 44, *, *, Male, White, Married-civ-spouse, Husband, *, >50K
36, 11.5, 44, *, *, Male, White, Married-civ-spouse, Husband, *, <=50K
36, 11.5, 44, *, *, Male, White, Married-civ-spouse, Husband, *, >50K
31, 9, 42.5, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
31, 9, 42.5, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
31, 9, 42.5, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
31, 9, 42.5, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
31, 9, 42.5, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
31, 9, 42.5, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
32, 10, 59, *, United-States, Male, *, *, Not-in-family, *, <=50K
32, 10, 59, *, United-States, Male, *, *, Not-in-family, *, <=50K
32, 10, 59, *, United-States, Male, *, *, Not-in-family, *, <=50K
32, 10, 59, *, United-States, Male, *, *, Not-in-family, *, <=50K
32, 10, 59, *, United-States, Male, *, *, Not-in-family, *, <=50K
32, 10, 59, *, United-States, Male, *, *, Not-in-family, *, <=50K
20.5, 10, 33.5, Private, America, Male, *, *, *, *, <=50K
20.5, 10, 33.5, Private, America, Male, *, *, *, *, <=50K
20.5, 10, 33.5, Private, America, Male, *, *, *, *, <=50K
20.5, 10, 33.5, Private, America, Male, *, *, *, *, <=50K
20.5, 10, 33.5, Private, America, Male, *, *, *, *, <=50K
20.5, 10, 33.5, Private, America, Male, *, *, *, *, <=50K
35, 13.5, 70, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
35, 13.5, 70, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
35, 13.5, 70, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
35, 13.5, 70, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
35, 13.5, 70, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
35, 13.5, 70, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
24, 10, 41, Private, United-States, Male, White, *, *, *, <=50K
24, 10, 41, Private, United-States, Male, White, *, *, *, <=50K
24, 10, 41, Private, United-States, Male, White, *, *, *, <=50K
24, 10, 41, Private, United-States, Male, White, *, *, *, <=50K
24, 10, 41, Private, United-States, Male, White, *, *, *, <=50K
24, 10, 41, Private, United-States, Male, White, *, *, *, <=50K
79, 10.5, 30, *, America, *, White, *, *, *, <=50K
79, 10.5, 30, *, America, *, White, *, *, *, <=50K
79, 10.5, 30, *, America, *, White, *, *, *, <=50K
79, 10.5, 30, *, America, *, White, *, *, *, <=50K
79, 10.5, 30, *, America, *, White, *, *, *, <=50K
79, 10.5, 30, *, America, *, White, *, *, *, <=50K
28.5, 9, 40, Private, America, *, White, *, *, services, <=50K
28.5, 9, 40, Private, America, *, White, *, *, services, <=50K
28.5, 9, 40, Private, America, *, White, *, *, services, <=50K
28.5, 9, 40, Private, America, *, White, *, *, services, <=50K
28.5, 9, 40, Private, America, *, White, *, *, services, <=50K
28.5, 9, 40, Private, America, *, White, *, *, services, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
20.5, 9, 35.5, Private, America, *, *, Never-married, *, *, <=50K
20.5, 9, 35.5, Private, America, *, *, Never-married, *, *, <=50K
20.5, 9, 35.5, Private, America, *, *, Never-married, *, *, <=50K
20.5, 9, 35.5, Private, America, *, *, Never-married, *, *, <=50K
20.5, 9, 35.5, Private, America, *, *, Never-married, *, *, <=50K
20.5, 9, 35.5, Private, America, *, *, Never-married, *, *, <=50K
46.5, 9, 40, *, United-States, *, *, *, *, *, <=50K
46.5, 9, 40, *, United-States, *, *, *, *, *, >50K
46.5, 9, 40, *, United-States, *, *, *, *, *, <=50K
46.5, 9, 40, *, United-States, *, *, *, *, *, >50K
46.5, 9, 40, *, United-States, *, *, *, *, *, <=50K
46.5, 9, 40, *, United-States, *, *, *, *, *, <=50K
58, 9.5, 37.5, Self, United-States, *, *, *, *, *, <=50K
58, 9.5, 37.5, Self, United-States, *, *, *, *, *, >50K
58, 9.5, 37.5, Self, United-States, *, *, *, *, *, <=50K
58, 9.5, 37.5, Self, United-States, *, *, *, *, *, <=50K
58, 9.5, 37.5, Self, United-States, *, *, *, *, *, >50K
58, 9.5, 37.5, Self, United-States, *, *, *, *, *, >50K
30, 6, 40, Private, America, *, White, Never-married, *, *, <=50K
30, 6, 40, Private, America, *, White, Never-married, *, *, <=50K
30, 6, 40, Private, America, *, White, Never-married, *, *, <=50K
30, 6, 40, Private, America, *, White, Never-married, *, *, <=50K
30, 6, 40, Private, America, *, White, Never-married, *, *, <=50K
30, 6, 40, Private, America, *, White, Never-married, *, *, <=50K
43.5, 16, 52.5, *, United-States, *, *, *, *, *, >50K
43.5, 16, 52.5, *, United-States, *, *, *, *, *, <=50K
43.5, 16, 52.5, *, United-States, *, *, *, *, *, >50K
43.5, 16, 52.5, *, United-States, *, *, *, *, *, >50K
43.5, 16, 52.5, *, United-States, *, *, *, *, *, <=50K
43.5, 16, 52.5, *, United-States, *, *, *, *, *, <=50K
58, 11, 48, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
58, 11, 48, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
58, 11, 48, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
58, 11, 48, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
58, 11, 48, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
58, 11, 48, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
37, 10, 40, *, America, Female, White, *, *, *, <=50K
37, 10, 40, *, America, Female, White, *, *, *, <=50K
37, 10, 40, *, America, Female, White, *, *, *, <=50K
37, 10, 40, *, America, Female, White, *, *, *, <=50K
37, 10, 40, *, America, Female, White, *, *, *, <=50K
37, 10, 40, *, America, Female, White, *, *, *, <=50K
35.5, 9, 40, *, United-States, Male, *, *, *, *, <=50K
35.5, 9, 40, *, United-States, Male, *, *, *, *, <=50K
35.5, 9, 40, *, United-States, Male, *, *, *, *, <=50K
35.5, 9, 40, *, United-States, Male, *, *, *, *, >50K
35.5, 9, 40, *, United-States, Male, *, *, *, *, >50K
35.5, 9, 40, *, United-States, Male, *, *, *, *, <=50K
76, 14.5, 45, *, United-States, Male, White, *, *, *, >50K
76, 14.5, 45, *, United-States, Male, White, *, *, *, <=50K
76, 14.5, 45, *, United-States, Male, White, *, *, *, <=50K
76, 14.5, 45, *, United-States, Male, White, *, *, *, <=50K
76, 14.5, 45, *, United-States, Male, White, *, *, *, <=50K
76, 14.5, 45, *, United-States, Male, White, *, *, *, >50K
32.5, 9, 40, *, United-States, Female, White, *, *, *, <=50K
32.5, 9, 40, *, United-States, Female, White, *, *, *, <=50K
32.5, 9, 40, *, United-States, Female, White, *, *, *, >50K
32.5, 9, 40, *, United-States, Female, White, *, *, *, <=50K
32.5, 9, 40, *, United-States, Female, White, *, *, *, <=50K
32.5, 9, 40, *, United-States, Female, White, *, *, *, <=50K
38.5, 9, 40, Private, United-States, Female, White, *, *, *, <=50K
38.5, 9, 40, Private, United-States, Female, White, *, *, *, <=50K
38.5, 9, 40, Private, United-States, Female, White, *, *, *, >50K
38.5, 9, 40, Private, United-States, Female, White, *, *, *, <=50K
38.5, 9, 40, Private, United-States, Female, White, *, *, *, <=50K
38.5, 9, 40, Private, United-States, Female, White, *, *, *, <=50K
22.5, 10, 40, *, United-States, *, *, *, *, *, <=50K
22.5, 10, 40, *, United-States, *, *, *, *, *, <=50K
22.5, 10, 40, *, United-States, *, *, *, *, *, <=50K
22.5, 10, 40, *, United-States, *, *, *, *, *, <=50K
22.5, 10, 40, *, United-States, *, *, *, *, *, <=50K
22.5, 10, 40, *, United-States, *, *, *, *, *, <=50K
33, 13, 55, *, United-States, *, *, *, *, *, >50K
33, 13, 55, *, United-States, *, *, *, *, *, <=50K
33, 13, 55, *, United-States, *, *, *, *, *, >50K
33, 13, 55, *, United-States, *, *, *, *, *, <=50K
33, 13, 55, *, United-States, *, *, *, *, *, <=50K
33, 13, 55, *, United-States, *, *, *, *, *, <=50K
40, 9, 36.5, *, United-States, *, *, *, *, *, <=50K
40, 9, 36.5, *, United-States, *, *, *, *, *, <=50K
40, 9, 36.5, *, United-States, *, *, *, *, *, <=50K
40, 9, 36.5, *, United-States, *, *, *, *, *, <=50K
40, 9, 36.5, *, United-States, *, *, *, *, *, <=50K
40, 9, 36.5, *, United-States, *, *, *, *, *, <=50K
46, 12, 43, Private, United-States, Female, *, *, *, *, <=50K
46, 12, 43, Private, United-States, Female, *, *, *, *, >50K
46, 12, 43, Private, United-States, Female, *, *, *, *, <=50K
46, 12, 43, Private, United-States, Female, *, *, *, *, <=50K
46, 12, 43, Private, United-States, Female, *, *, *, *, <=50K
46, 12, 43, Private, United-States, Female, *, *, *, *, >50K
27, 12.5, 37.5, Private, United-States, *, *, *, *, *, <=50K
27, 12.5, 37.5, Private, United-States, *, *, *, *, *, <=50K
27, 12.5, 37.5, Private, United-States, *, *, *, *, *, <=50K
27, 12.5, 37.5, Private, United-States, *, *, *, *, *, <=50K
27, 12.5, 37.5, Private, United-States, *, *, *, *, *, <=50K
27, 12.5, 37.5, Private, United-States, *, *, *, *, *, <=50K
31.5, 9, 35, Private, United-States, *, *, *, *, *, <=50K
31.5, 9, 35, Private, United-States, *, *, *, *, *, <=50K
31.5, 9, 35, Private, United-States, *, *, *, *, *, <=50K
31.5, 9, 35, Private, United-States, *, *, *, *, *, <=50K
31.5, 9, 35, Private, United-States, *, *, *, *, *, <=50K
31.5, 9, 35, Private, United-States, *, *, *, *, *, <=50K
41, 9, 26, Self, United-States, *, White, *, *, *, <=50K
41, 9, 26, Self, United-States, *, White, *, *, *, <=50K
41, 9, 26, Self, United-States, *, White, *, *, *, <=50K
41, 9, 26, Self, United-States, *, White, *, *, *, <=50K
41, 9, 26, Self, United-States, *, White, *, *, *, <=50K
41, 9, 26, Self, United-States, *, White, *, *, *, <=50K
64.5, 8, 42.5, *, United-States, *, *, *, *, *, <=50K
64.5, 8, 42.5, *, United-States, *, *, *, *, *, <=50K
64.5, 8, 42.5, *, United-States, *, *, *, *, *, >50K
64.5, 8, 42.5, *, United-States, *, *, *, *, *, <=50K
64.5, 8, 42.5, *, United-States, *, *, *, *, *, <=50K
64.5, 8, 42.5, *, United-States, *, *, *, *, *, <=50K
