age, education-num, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income
51, 13, 55, *, United-States, Male, White, *, *, *, <=50K
51, 13, 55, *, United-States, Male, White, *, *, *, >50K
47, 9.5, 60, Self, United-States, Male, White, *, *, *, <=50K
47, 9.5, 60, Self, United-States, Male, White, *, *, *, <=50K
47, 9.5, 60, Self, United-States, Male, White, *, *, *, <=50K
47, 9.5, 60, Self, United-States, Male, White, *, *, *, >50K
43.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
43.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
43.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
43.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
50, 3.5, 40, Self, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K
50, 3.5, 40, Self, America, Male, White, Married-civ-spouse, Husband, manual-labor, >50K
50, 3.5, 40, Self, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K
50, 3.5, 40, Self, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K
37.5, 11.5, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, <=50K
37.5, 11.5, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, <=50K
37.5, 11.5, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, >50K
37.5, 11.5, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, >50K
42, 9.5, 51, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
42, 9.5, 51, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
42, 9.5, 51, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
42, 9.5, 51, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
31, 9, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
31, 9, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
31, 9, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
31, 9, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
42.5, 16, 47.5, *, United-States, *, White, *, *, Prof-specialty, >50K
42.5, 16, 47.5, *, United-States, *, White, *, *, Prof-specialty, >50K
42.5, 16, 47.5, *, United-States, *, White, *, *, Prof-specialty, >50K
42.5, 16, 47.5, *, United-States, *, White, *, *, Prof-specialty, >50K
29.5, 10, 59, *, United-States, Male, White, *, Not-in-family, *, <=50K
29.5, 10, 59, *, United-States, Male, White, *, Not-in-family, *, <=50K
29.5, 10, 59, *, United-States, Male, White, *, Not-in-family, *, <=50K
29.5, 10, 59, *, United-States, Male, White, *, Not-in-family, *, <=50K
37, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
37, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
37, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
37, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
29, 10, 40, Private, United-States, Female, White, *, *, *, <=50K
29, 10, 40, Private, United-States, Female, White, *, *, *, <=50K
29, 10, 40, Private, United-States, Female, White, *, *, *, <=50K
29, 10, 40, Private, United-States, Female, White, *, *, *, <=50K
53.5, 9, 40, Private, United-States, *, White, *, *, *, >50K
53.5, 9, 40, Private, United-States, *, White, *, *, *, <=50K
53.5, 9, 40, Private, United-States, *, White, *, *, *, <=50K
53.5, 9, 40, Private, United-States, *, White, *, *, *, <=50K
52.5, 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
52.5, 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
52.5, 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
52.5, 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
19.5, 10, 33.5, Private, America, Male, *, Never-married, *, services, <=50K
19.5, 10, 33.5, Private, America, Male, *, Never-married, *, services, <=50K
19.5, 10, 33.5, Private, America, Male, *, Never-married, *, services, <=50K
19.5, 10, 33.5, Private, America, Male, *, Never-married, *, services, <=50K
35, 13.5, 70, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
35, 13.5, 70, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
35, 13.5, 70, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
35, 13.5, 70, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
24, 10, 41, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K
24, 10, 41, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K
24, 10, 41, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K
24, 10, 41, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K
79, 10.5, 22, Private, America, *, White, *, *, *, <=50K
79, 10.5, 22, Private, America, *, White, *, *, *, <=50K
79, 10.5, 22, Private, America, *, White, *, *, *, <=50K
79, 10.5, 22, Private, America, *, White, *, *, *, <=50K
27, 9, 40, Private, America, Male, White, Never-married, *, *, <=50K
27, 9, 40, Private, America, Male, White, Never-married, *, *, <=50K
27, 9, 40, Private, America, Male, White, Never-married, *, *, <=50K
27, 9, 40, Private, America, Male, White, Never-married, *, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
20, 9.5, 30, Private, America, Male, *, *, *, *, <=50K
20, 9.5, 30, Private, America, Male, *, *, *, *, <=50K
20, 9.5, 30, Private, America, Male, *, *, *, *, <=50K
20, 9.5, 30, Private, America, Male, *, *, *, *, <=50K
52, 13.5, 40, *, America, Male, White, Married-civ-spouse, Husband, services, <=50K
52, 13.5, 40, *, America, Male, White, Married-civ-spouse, Husband, services, >50K
52, 13.5, 40, *, America, Male, White, Married-civ-spouse, Husband, services, <=50K
52, 13.5, 40, *, America, Male, White, Married-civ-spouse, Husband, services, <=50K
59, 9, 48, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
59, 9, 48, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
59, 9, 48, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
59, 9, 48, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
45, 9.5, 40, Private, United-States, Female, White, Divorced, Not-in-family, *, >50K
45, 9.5, 40, Private, United-States, Female, White, Divorced, Not-in-family, *, <=50K
45, 9.5, 40, Private, United-States, Female, White, Divorced, Not-in-family, *, <=50K
45, 9.5, 40, Private, United-States, Female, White, Divorced, Not-in-family, *, <=50K
58.5, 11, 40, Private, United-States, Male, White, *, *, services, <=50K
58.5, 11, 40, Private, United-States, Male, White, *, *, services, <=50K
58.5, 11, 40, Private, United-States, Male, White, *, *, services, <=50K
58.5, 11, 40, Private, United-States, Male, White, *, *, services, >50K
37, 10, 40, Private, America, Female, White, *, *, *, <=50K
37, 10, 40, Private, America, Female, White, *, *, *, <=50K
37, 10, 40, Private, America, Female, White, *, *, *, <=50K
37, 10, 40, Private, America, Female, White, *, *, *, <=50K
28, 10, 25, Private, United-States, Female, *, *, *, *, <=50K
28, 10, 25, Private, United-States, Female, *, *, *, *, <=50K
28, 10, 25, Private, United-States, Female, *, *, *, *, <=50K
28, 10, 25, Private, United-States, Female, *, *, *, *, <=50K
35.5, 13, 45, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
35.5, 13, 45, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
35.5, 13, 45, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
35.5, 13, 45, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
37.5, 10, 49, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
37.5, 10, 49, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
37.5, 10, 49, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
37.5, 10, 49, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
48, 12, 40, Private, *, Female, *, *, *, *, <=50K
48, 12, 40, Private, *, Female, *, *, *, *, <=50K
48, 12, 40, Private, *, Female, *, *, *, *, >50K
48, 12, 40, Private, *, Female, *, *, *, *, <=50K
34, 9, 40, *, United-States, Male, Black, *, *, *, <=50K
34, 9, 40, *, United-States, Male, Black, *, *, *, <=50K
34, 9, 40, *, United-States, Male, Black, *, *, *, <=50K
34, 9, 40, *, United-States, Male, Black, *, *, *, <=50K
76.5, 14.5, 44, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
76.5, 14.5, 44, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
76.5, 14.5, 44, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
76.5, 14.5, 44, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
20.5, 10, 40, *, United-States, *, White, Never-married, Own-child, *, <=50K
20.5, 10, 40, *, United-States, *, White, Never-married, Own-child, *, <=50K
20.5, 10, 40, *, United-States, *, White, Never-married, Own-child, *, <=50K
20.5, 10, 40, *, United-States, *, White, Never-married, Own-child, *, <=50K
32.5, 7, 40, Private, United-States, *, *, *, *, *, <=50K
32.5, 7, 40, Private, United-States, *, *, *, *, *, <=50K
32.5, 7, 40, Private, United-States, *, *, *, *, *, <=50K
32.5, 7, 40, Private, United-States, *, *, *, *, *, <=50K
32.5, 9, 40, *, United-States, Female, White, *, *, *, <=50K
32.5, 9, 40, *, United-States, Female, White, *, *, *, <=50K
32.5, 9, 40, *, United-States, Female, White, *, *, *, >50K
32.5, 9, 40, *, United-States, Female, White, *, *, *, <=50K
37.5, 9, 40, Private, United-States, Female, White, *, *, *, <=50K
37.5, 9, 40, Private, United-States, Female, White, *, *, *, <=50K
37.5, 9, 40, Private, United-States, Female, White, *, *, *, >50K
37.5, 9, 40, Private, United-States, Female, White, *, *, *, <=50K
53, 5, 50, Private, United-States, *, White, *, *, manual-labor, <=50K
53, 5, 50, Private, United-States, *, White, *, *, manual-labor, <=50K
53, 5, 50, Private, United-States, *, White, *, *, manual-labor, <=50K
53, 5, 50, Private, United-States, *, White, *, *, manual-labor, <=50K
50, 11, 41, *, United-States, Male, *, *, *, *, >50K
50, 11, 41, *, United-States, Male, *, *, *, *, >50K
50, 11, 41, *, United-States, Male, *, *, *, *, >50K
50, 11, 41, *, United-States, Male, *, *, *, *, <=50K
55, 10, 56, Self, United-States, Male, White, *, *, *, <=50K
55, 10, 56, Self, United-States, Male, White, *, *, *, <=50K
55, 10, 56, Self, United-States, Male, White, *, *, *, >50K
55, 10, 56, Self, United-States, Male, White, *, *, *, <=50K
23.5, 9, 41, Self, United-States, *, White, Never-married, *, *, <=50K
23.5, 9, 41, Self, United-States, *, White, Never-married, *, *, <=50K
23.5, 9, 41, Self, United-States, *, White, Never-married, *, *, <=50K
23.5, 9, 41, Self, United-States, *, White, Never-married, *, *, <=50K
40, 13, 60, Private, United-States, Male, *, *, *, *, <=50K
40, 13, 60, Private, United-States, Male, *, *, *, *, >50K
40, 13, 60, Private, United-States, Male, *, *, *, *, >50K
40, 13, 60, Private, United-States, Male, *, *, *, *, >50K
29, 13, 53, *, United-States, Male, White, *, *, *, >50K
29, 13, 53, *, United-States, Male, White, *, *, *, <=50K
29, 13, 53, *, United-States, Male, White, *, *, *, <=50K
29, 13, 53, *, United-States, Male, White, *, *, *, <=50K
21, 10, 34, *, United-States, Female, *, Never-married, Own-child, *, <=50K
21, 10, 34, *, United-States, Female, *, Never-married, Own-child, *, <=50K
21, 10, 34, *, United-States, Female, *, Never-married, Own-child, *, <=50K
21, 10, 34, *, United-States, Female, *, Never-married, Own-child, *, <=50K
32.5, 12.5, 62, Self, United-States, Female, White, *, Not-in-family, *, <=50K
32.5, 12.5, 62, Self, United-States, Female, White, *, Not-in-family, *, <=50K
32.5, 12.5, 62, Self, United-States, Female, White, *, Not-in-family, *, <=50K
32.5, 12.5, 62, Self, United-States, Female, White, *, Not-in-family, *, <=50K
40, 9.5, 38.5, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
40, 9.5, 38.5, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
40, 9.5, 38.5, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
40, 9.5, 38.5, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
27, 11.5, 40, Private, United-States, *, White, *, *, *, <=50K
27, 11.5, 40, Private, United-States, *, White, *, *, *, <=50K
27, 11.5, 40, Private, United-States, *, White, *, *, *, <=50K
27, 11.5, 40, Private, United-States, *, White, *, *, *, <=50K
70, 10, 40, Self, United-States, *, White, *, *, *, <=50K
70, 10, 40, Self, United-States, *, White, *, *, *, <=50K
70, 10, 40, Self, United-States, *, White, *, *, *, >50K
70, 10, 40, Self, United-States, *, White, *, *, *, >50K
32.5, 9, 32.5, Private, United-States, Female, *, *, *, *, <=50K
32.5, 9, 32.5, Private, United-States, Female, *, *, *, *, <=50K
32.5, 9, 32.5, Private, United-States, Female, *, *, *, *, <=50K
32.5, 9, 32.5, Private, United-States, Female, *, *, *, *, <=50K
40.5, 9, 26, Self, United-States, Female, White, *, *, *, <=50K
40.5, 9, 26, Self, United-States, Female, White, *, *, *, <=50K
40.5, 9, 26, Self, United-States, Female, White, *, *, *, <=50K
40.5, 9, 26, Self, United-States, Female, White, *, *, *, <=50K
64.5, 8, 40, *, United-States, Male, *, *, *, *, <=50K
64.5, 8, 40, *, United-States, Male, *, *, *, *, <=50K
64.5, 8, 40, *, United-States, Male, *, *, *, *, <=50K
64.5, 8, 40, *, United-States, Male, *, *, *, *, <=50K
47, 10, 39, *, America, Female, *, *, *, *, <=50K
47, 10, 39, *, America, Female, *, *, *, *, <=50K
47, 10, 39, *, America, Female, *, *, *, *, <=50K
47, 10, 39, *, America, Female, *, *, *, *, <=50K
34.5, 13, 40, *, *, Female, *, *, *, *, <=50K
34.5, 13, 40, *, *, Female, *, *, *, *, <=50K
34.5, 13, 40, *, *, Female, *, *, *, *, >50K
34.5, 13, 40, *, *, Female, *, *, *, *, >50K
24.5, 13, 40, Private, United-States, Male, *, Never-married, Not-in-family, *, <=50K
24.5, 13, 40, Private, United-States, Male, *, Never-married, Not-in-family, *, <=50K
24.5, 13, 40, Private, United-States, Male, *, Never-married, Not-in-family, *, <=50K
24.5, 13, 40, Private, United-States, Male, *, Never-married, Not-in-family, *, <=50K
73.5, 12, 11, *, United-States, *, *, *, *, *, <=50K
73.5, 12, 11, *, United-States, *, *, *, *, *, <=50K
73.5, 12, 11, *, United-States, *, *, *, *, *, <=50K
73.5, 12, 11, *, United-States, *, *, *, *, *, <=50K
42, 13, 50, Private, *, *, *, *, *, *, <=50K
42, 13, 50, Private, *, *, *, *, *, *, <=50K
42, 13, 50, Private, *, *, *, *, *, *, >50K
42, 13, 50, Private, *, *, *, *, *, *, >50K
29, 9, 40, Private, *, *, *, *, *, *, <=50K
29, 9, 40, Private, *, *, *, *, *, *, <=50K
29, 9, 40, Private, *, *, *, *, *, *, <=50K
29, 9, 40, Private, *, *, *, *, *, *, <=50K
46, 14, 40, *, United-States, *, White, *, *, *, <=50K
46, 14, 40, *, United-States, *, White, *, *, *, <=50K
46, 14, 40, *, United-States, *, White, *, *, *, <=50K
46, 14, 40, *, United-States, *, White, *, *, *, <=50K
28.5, 9, 42.5, *, United-States, Male, White, *, *, *, <=50K
28.5, 9, 42.5, *, United-States, Male, White, *, *, *, <=50K
28.5, 9, 42.5, *, United-States, Male, White, *, *, *, <=50K
28.5, 9, 42.5, *, United-States, Male, White, *, *, *, <=50K
18.5, 9.5, 12, Private, United-States, Male, White, Never-married, Own-child, *, <=50K
18.5, 9.5, 12, Private, United-States, Male, White, Never-married, Own-child, *, <=50K
18.5, 9.5, 12, Private, United-States, Male, White, Never-married, Own-child, *, <=50K
18.5, 9.5, 12, Private, United-States, Male, White, Never-married, Own-child, *, <=50K
44, 10, 39, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
44, 10, 39, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
