age, education-num, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income
48, 12, 40, Self, United-States, Male, White, *, *, *, <=50K
48, 12, 40, Self, United-States, Male, White, *, *, *, <=50K
41, 11, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
41, 11, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
41, 11, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
30.5, 11, 44, Private, United-States, Male, White, *, Not-in-family, *, <=50K
30.5, 11, 44, Private, United-States, Male, White, *, Not-in-family, *, <=50K
30.5, 11, 44, Private, United-States, Male, White, *, Not-in-family, *, <=50K
26.5, 10, 40, Private, *, Female, *, Married-civ-spouse, Wife, *, <=50K
26.5, 10, 40, Private, *, Female, *, Married-civ-spouse, Wife, *, <=50K
26.5, 10, 40, Private, *, Female, *, Married-civ-spouse, Wife, *, <=50K
48, 15.5, 60, Self, America, *, White, *, *, Prof-specialty, >50K
48, 15.5, 60, Self, America, *, White, *, *, Prof-specialty, >50K
48, 15.5, 60, Self, America, *, White, *, *, Prof-specialty, <=50K
51, 13, 55, *, United-States, Male, White, *, *, Exec-managerial, >50K
51, 13, 55, *, United-States, Male, White, *, *, Exec-managerial, >50K
51, 13, 55, *, United-States, Male, White, *, *, Exec-managerial, >50K
47, 9, 60, Self, United-States, Male, White, *, *, *, <=50K
47, 9, 60, Self, United-States, Male, White, *, *, *, <=50K
47, 9, 60, Self, United-States, Male, White, *, *, *, <=50K
43.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K
43.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K
43.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K
49, 3.5, 40, Private, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K
49, 3.5, 40, Private, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K
49, 3.5, 40, Private, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K
37.5, 11, 40, Private, America, Male, *, Married-civ-spouse, Husband, *, <=50K
37.5, 11, 40, Private, America, Male, *, Married-civ-spouse, Husband, *, >50K
37.5, 11, 40, Private, America, Male, *, Married-civ-spouse, Husband, *, >50K
42, 9.5, 49, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
42, 9.5, 49, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
42, 9.5, 49, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
31, 9, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K
31, 9, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, >50K
31, 9, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K
42.5, 16, 47.5, *, United-States, *, White, *, *, Prof-specialty, >50K
42.5, 16, 47.5, *, United-States, *, White, *, *, Prof-specialty, >50K
42.5, 16, 47.5, *, United-States, *, White, *, *, Prof-specialty, >50K
29.5, 10, 59, Private, United-States, Male, White, *, Not-in-family, *, <=50K
29.5, 10, 59, Private, United-States, Male, White, *, Not-in-family, *, <=50K
29.5, 10, 59, Private, United-States, Male, White, *, Not-in-family, *, <=50K
36.5, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
36.5, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
36.5, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
28.5, 10, 40, Private, United-States, Female, White, *, Not-in-family, *, <=50K
28.5, 10, 40, Private, United-States, Female, White, *, Not-in-family, *, <=50K
28.5, 10, 40, Private, United-States, Female, White, *, Not-in-family, *, <=50K
54, 9, 40, Private, United-States, *, White, *, *, *, >50K
54, 9, 40, Private, United-States, *, White, *, *, *, >50K
54, 9, 40, Private, United-States, *, White, *, *, *, <=50K
52.5, 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
52.5, 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
52.5, 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
19, 10, 33.5, Private, America, Male, *, Never-married, Own-child, services, <=50K
19, 10, 33.5, Private, America, Male, *, Never-married, Own-child, services, <=50K
19, 10, 33.5, Private, America, Male, *, Never-married, Own-child, services, <=50K
33.5, 13.5, 70, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
33.5, 13.5, 70, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
33.5, 13.5, 70, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
23.5, 10, 40, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K
23.5, 10, 40, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K
23.5, 10, 40, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K
79, 10.5, 20, Private, America, *, White, *, *, *, <=50K
79, 10.5, 20, Private, America, *, White, *, *, *, <=50K
79, 10.5, 20, Private, America, *, White, *, *, *, <=50K
27, 9, 40, Private, America, Male, White, Never-married, *, *, <=50K
27, 9, 40, Private, America, Male, White, Never-married, *, *, <=50K
27, 9, 40, Private, America, Male, White, Never-married, *, *, <=50K
40, 12, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, <=50K
40, 12, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, >50K
40, 12, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, >50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
19, 9.5, 30, Private, America, Male, *, *, *, Sales, <=50K
19, 9.5, 30, Private, America, Male, *, *, *, Sales, <=50K
19, 9.5, 30, Private, America, Male, *, *, *, Sales, <=50K
52, 13, 40, Private, America, *, White, *, *, *, <=50K
52, 13, 40, Private, America, *, White, *, *, *, >50K
52, 13, 40, Private, America, *, White, *, *, *, <=50K
46, 9, 40, Self, United-States, Female, White, *, *, *, <=50K
46, 9, 40, Self, United-States, Female, White, *, *, *, >50K
46, 9, 40, Self, United-States, Female, White, *, *, *, >50K
59, 9, 48, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
59, 9, 48, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
59, 9, 48, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
55.5, 9, 37.5, Self, United-States, *, White, *, *, *, <=50K
55.5, 9, 37.5, Self, United-States, *, White, *, *, *, >50K
55.5, 9, 37.5, Self, United-States, *, White, *, *, *, <=50K
30, 5.5, 40, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K
30, 5.5, 40, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K
30, 5.5, 40, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K
58.5, 11, 40, Private, United-States, Male, White, *, *, services, <=50K
58.5, 11, 40, Private, United-States, Male, White, *, *, services, <=50K
58.5, 11, 40, Private, United-States, Male, White, *, *, services, >50K
37, 10, 40, Private, America, Female, White, Divorced, Unmarried, *, <=50K
37, 10, 40, Private, America, Female, White, Divorced, Unmarried, *, <=50K
37, 10, 40, Private, America, Female, White, Divorced, Unmarried, *, <=50K
28, 10, 25, Private, United-States, Female, *, *, *, *, <=50K
28, 10, 25, Private, United-States, Female, *, *, *, *, <=50K
28, 10, 25, Private, United-States, Female, *, *, *, *, <=50K
34, 13, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
34, 13, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
34, 13, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
29.5, 10, 50, *, United-States, Male, *, *, Not-in-family, manual-labor, <=50K
29.5, 10, 50, *, United-States, Male, *, *, Not-in-family, manual-labor, <=50K
29.5, 10, 50, *, United-States, Male, *, *, Not-in-family, manual-labor, <=50K
37.5, 10, 49, Private, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
37.5, 10, 49, Private, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
37.5, 10, 49, Private, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
49, 12, 40, Private, *, Female, *, Divorced, *, *, <=50K
49, 12, 40, Private, *, Female, *, Divorced, *, *, <=50K
49, 12, 40, Private, *, Female, *, Divorced, *, *, <=50K
33, 9, 40, *, United-States, Male, Black, *, *, *, <=50K
33, 9, 40, *, United-States, Male, Black, *, *, *, <=50K
33, 9, 40, *, United-States, Male, Black, *, *, *, <=50K
76, 14.5, 44, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
76, 14.5, 44, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
76, 14.5, 44, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
44.5, 13, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
44.5, 13, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
44.5, 13, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
48, 14, 52.5, *, United-States, *, White, *, *, *, <=50K
48, 14, 52.5, *, United-States, *, White, *, *, *, >50K
48, 14, 52.5, *, United-States, *, White, *, *, *, >50K
20.5, 10, 40, Private, United-States, *, White, Never-married, Own-child, *, <=50K
20.5, 10, 40, Private, United-States, *, White, Never-married, Own-child, *, <=50K
20.5, 10, 40, Private, United-States, *, White, Never-married, Own-child, *, <=50K
30, 7, 40, Private, United-States, *, White, *, *, *, <=50K
30, 7, 40, Private, United-States, *, White, *, *, *, <=50K
30, 7, 40, Private, United-States, *, White, *, *, *, <=50K
32.5, 9, 40, *, United-States, Female, White, *, Not-in-family, *, <=50K
32.5, 9, 40, *, United-States, Female, White, *, Not-in-family, *, <=50K
32.5, 9, 40, *, United-States, Female, White, *, Not-in-family, *, <=50K
25, 13, 40, Private, United-States, Male, White, Never-married, *, *, <=50K
25, 13, 40, Private, United-States, Male, White, Never-married, *, *, <=50K
25, 13, 40, Private, United-States, Male, White, Never-married, *, *, <=50K
56, 9.5, 53, Self, North-America, Male, White, Married-civ-spouse, Husband, services, >50K
56, 9.5, 53, Self, North-America, Male, White, Married-civ-spouse, Husband, services, <=50K
56, 9.5, 53, Self, North-America, Male, White, Married-civ-spouse, Husband, services, <=50K
36, 9, 40, Private, United-States, *, White, *, *, *, <=50K
36, 9, 40, Private, United-States, *, White, *, *, *, >50K
36, 9, 40, Private, United-States, *, White, *, *, *, <=50K
54, 5.5, 50, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
54, 5.5, 50, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
54, 5.5, 50, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
49, 11, 41, *, United-States, Male, *, *, *, manual-labor, >50K
49, 11, 41, *, United-States, Male, *, *, *, manual-labor, >50K
49, 11, 41, *, United-States, Male, *, *, *, manual-labor, <=50K
24, 9, 41, Private, United-States, Male, White, Never-married, *, manual-labor, <=50K
24, 9, 41, Private, United-States, Male, White, Never-married, *, manual-labor, <=50K
24, 9, 41, Private, United-States, Male, White, Never-married, *, manual-labor, <=50K
31.5, 13, 40, Private, *, *, *, Never-married, *, *, <=50K
31.5, 13, 40, Private, *, *, *, Never-married, *, *, <=50K
31.5, 13, 40, Private, *, *, *, Never-married, *, *, <=50K
33, 13, 50, *, United-States, Male, White, Married-civ-spouse, Husband, services, >50K
33, 13, 50, *, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K
33, 13, 50, *, United-States, Male, White, Married-civ-spouse, Husband, services, >50K
21, 10, 31.5, Private, United-States, *, White, Never-married, *, *, <=50K
21, 10, 31.5, Private, United-States, *, White, Never-married, *, *, <=50K
21, 10, 31.5, Private, United-States, *, White, Never-married, *, *, <=50K
31.5, 12, 62, Private, United-States, Female, White, *, Not-in-family, *, <=50K
31.5, 12, 62, Private, United-States, Female, White, *, Not-in-family, *, <=50K
31.5, 12, 62, Private, United-States, Female, White, *, Not-in-family, *, <=50K
24.5, 9, 40, Private, United-States, Female, White, Never-married, *, Other-service, <=50K
24.5, 9, 40, Private, United-States, Female, White, Never-married, *, Other-service, <=50K
24.5, 9, 40, Private, United-States, Female, White, Never-married, *, Other-service, <=50K
38.5, 9, 37.5, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
38.5, 9, 37.5, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
38.5, 9, 37.5, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
27, 11, 37.5, Private, United-States, Female, White, *, *, *, <=50K
27, 11, 37.5, Private, United-States, Female, White, *, *, *, <=50K
27, 11, 37.5, Private, United-States, Female, White, *, *, *, <=50K
62.5, 9, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
62.5, 9, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
62.5, 9, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
46, 11, 40, Private, United-States, *, White, *, Not-in-family, services, >50K
46, 11, 40, Private, United-States, *, White, *, Not-in-family, services, <=50K
46, 11, 40, Private, United-States, *, White, *, Not-in-family, services, <=50K
73.5, 10, 40, Self, United-States, *, White, *, *, *, <=50K
73.5, 10, 40, Self, United-States, *, White, *, *, *, <=50K
73.5, 10, 40, Self, United-States, *, White, *, *, *, <=50K
31.5, 9, 32, Private, United-States, Female, *, *, *, *, <=50K
31.5, 9, 32, Private, United-States, Female, *, *, *, *, <=50K
31.5, 9, 32, Private, United-States, Female, *, *, *, *, <=50K
23.5, 10, 24.5, Private, United-States, *, *, *, *, *, <=50K
23.5, 10, 24.5, Private, United-States, *, *, *, *, *, <=50K
23.5, 10, 24.5, Private, United-States, *, *, *, *, *, <=50K
38.5, 9, 24.5, Self, United-States, Female, White, *, *, services, <=50K
38.5, 9, 24.5, Self, United-States, Female, White, *, *, services, <=50K
38.5, 9, 24.5, Self, United-States, Female, White, *, *, services, <=50K
64.5, 8, 40, Private, United-States, Male, *, *, *, *, <=50K
64.5, 8, 40, Private, United-States, Male, *, *, *, *, <=50K
64.5, 8, 40, Private, United-States, Male, *, *, *, *, <=50K
47, 10, 39, *, America, Female, White, Divorced, *, *, <=50K
47, 10, 39, *, America, Female, White, Divorced, *, *, <=50K
47, 10, 39, *, America, Female, White, Divorced, *, *, <=50K
24.5, 13, 40, Private, United-States, Male, *, Never-married, Not-in-family, *, <=50K
24.5, 13, 40, Private, United-States, Male, *, Never-married, Not-in-family, *, <=50K
24.5, 13, 40, Private, United-States, Male, *, Never-married, Not-in-family, *, <=50K
71, 10.5, 11, *, United-States, *, *, *, *, *, <=50K
71, 10.5, 11, *, United-States, *, *, *, *, *, <=50K
71, 10.5, 11, *, United-States, *, *, *, *, *, <=50K
42, 13, 50, Private, *, Male, *, *, *, *, <=50K
42, 13, 50, Private, *, Male, *, *, *, *, <=50K
42, 13, 50, Private, *, Male, *, *, *, *, >50K
29, 9, 40, Private, *, Female, *, *, *, *, <=50K
29, 9, 40, Private, *, Female, *, *, *, *, <=50K
29, 9, 40, Private, *, Female, *, *, *, *, <=50K
46, 14, 40, *, United-States, Male, White, Married-civ-spouse, Husband, services, >50K
46, 14, 40, *, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K
46, 14, 40, *, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K
46, 14, 40, *, United-States, *, White, *, *, *, <=50K
46, 14, 40, *, United-States, *, White, *, *, *, <=50K
46, 14, 40, *, United-States, *, White, *, *, *, <=50K
28, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
28, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
28, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
51.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
51.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
51.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
28, 13, 53, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K
28, 13, 53, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K
28, 13, 53, *, United-States, Male, White, Never-married, Not-in-family, *, <=50K
22.5, 9, 40, Private, United-States, *, Black, Never-married, *, manual-labor, <=50K
22.5, 9, 40, Private, United-States, *, Black, Never-married, *, manual-labor, <=50K
22.5, 9, 40, Private, United-States, *, Black, Never-married, *, manual-labor, <=50K
18.5, 9.5, 12, Private, United-States, Male, White, Never-married, Own-child, *, <=50K
18.5, 9.5, 12, Private, United-States, Male, White, Never-married, Own-child, *, <=50K
18.5, 9.5, 12, Private, United-States, Male, White, Never-married, Own-child, *, <=50K
44, 10, 39, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
44, 10, 39, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
44, 10, 39, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
37.5, 10, 43.5, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
37.5, 10, 43.5, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
37.5, 10, 43.5, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
41.5, 13, 40, Self, United-States, Female, *, *, *, *, <=50K
41.5, 13, 40, Self, United-States, Female, *, *, *, *, <=50K
41.5, 13, 40, Self, United-States, Female, *, *, *, *, <=50K
67, 16, 20.5, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
67, 16, 20.5, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
67, 16, 20.5, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
41.5, 10, 28, *, United-States, Female, *, Divorced, Not-in-family, *, <=50K
41.5, 10, 28, *, United-States, Female, *, Divorced, Not-in-family, *, <=50K
41.5, 10, 28, *, United-States, Female, *, Divorced, Not-in-family, *, <=50K
24.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
24.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
24.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
42, 13, 42.5, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
42, 13, 42.5, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
42, 13, 42.5, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
23, 3, 40, Private, Central-America, *, White, *, *, *, <=50K
23, 3, 40, Private, Central-America, *, White, *, *, *, <=50K
23, 3, 40, Private, Central-America, *, White, *, *, *, <=50K
36, 10, 40, Private, United-States, *, *, *, Not-in-family, *, <=50K
36, 10, 40, Private, United-States, *, *, *, Not-in-family, *, <=50K
36, 10, 40, Private, United-States, *, *, *, Not-in-family, *, <=50K
24, 9, 40, *, *, Male, White, Never-married, *, *, <=50K
24, 9, 40, *, *, Male, White, Never-married, *, *, <=50K
24, 9, 40, *, *, Male, White, Never-married, *, *, <=50K
31, 14, 40, *, United-States, *, White, Never-married, *, Prof-specialty, <=50K
31, 14, 40, *, United-States, *, White, Never-married, *, Prof-specialty, <=50K
31, 14, 40, *, United-States, *, White, Never-married, *, Prof-specialty, <=50K
42, 10, 40, Gov, United-States, Female, White, *, *, *, <=50K
42, 10, 40, Gov, United-States, Female, White, *, *, *, <=50K
42, 10, 40, Gov, United-States, Female, White, *, *, *, <=50K
39, 9, 37.5, *, United-States, Female, White, Divorced, Unmarried, *, <=50K
39, 9, 37.5, *, United-States, Female, White, Divorced, Unmarried, *, <=50K
39, 9, 37.5, *, United-States, Female, White, Divorced, Unmarried, *, <=50K
18.5, 8, 40, Private, United-States, Female, White, Never-married, *, services, <=50K
