age, education-num, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income
37, 4.5, 45, *, America, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K
37, 4.5, 45, *, America, Male, *, Married-civ-spouse, Husband, manual-labor, >50K
37, 4.5, 45, *, America, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K
25.5, 9, 37.5, Self, United-States, Male, White, Never-married, *, manual-labor, <=50K
25.5, 9, 37.5, Self, United-States, Male, White, Never-married, *, manual-labor, <=50K
25.5, 9, 37.5, Self, United-States, Male, White, Never-married, *, manual-labor, <=50K
25.5, 9, 37.5, Self, United-States, Male, White, Never-married, *, manual-labor, <=50K
25.5, 9, 37.5, Self, United-States, Male, White, Never-married, *, manual-labor, <=50K
33.5, 9, 40, Private, United-States, Male, *, Never-married, *, manual-labor, <=50K
33.5, 9, 40, Private, United-States, Male, *, Never-married, *, manual-labor, <=50K
33.5, 9, 40, Private, United-States, Male, *, Never-married, *, manual-labor, <=50K
33.5, 9, 40, Private, United-States, Male, *, Never-married, *, manual-labor, <=50K
33.5, 9, 40, Private, United-States, Male, *, Never-married, *, manual-labor, <=50K
39.5, 8, 50, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
39.5, 8, 50, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
39.5, 8, 50, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
39.5, 8, 50, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
39.5, 8, 50, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
46, 14, 47.5, Self, United-States, *, *, *, *, *, >50K
46, 14, 47.5, Self, United-States, *, *, *, *, *, <=50K
46, 14, 47.5, Self, United-States, *, *, *, *, *, <=50K
46, 14, 47.5, Self, United-States, *, *, *, *, *, <=50K
46, 14, 47.5, Self, United-States, *, *, *, *, *, >50K
44, 16, 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
44, 16, 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
44, 16, 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
44, 16, 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
44, 16, 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
59.5, 9.5, 22, Private, United-States, *, *, *, *, *, <=50K
59.5, 9.5, 22, Private, United-States, *, *, *, *, *, <=50K
59.5, 9.5, 22, Private, United-States, *, *, *, *, *, <=50K
59.5, 9.5, 22, Private, United-States, *, *, *, *, *, <=50K
59.5, 9.5, 22, Private, United-States, *, *, *, *, *, <=50K
44, 8, 40, Private, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
44, 8, 40, Private, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
44, 8, 40, Private, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
44, 8, 40, Private, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
44, 8, 40, Private, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
60, 9, 40, Self, United-States, *, White, *, *, *, <=50K
60, 9, 40, Self, United-States, *, White, *, *, *, <=50K
60, 9, 40, Self, United-States, *, White, *, *, *, >50K
60, 9, 40, Self, United-States, *, White, *, *, *, <=50K
60, 9, 40, Self, United-States, *, White, *, *, *, >50K
59, 13.5, 40, *, America, Male, *, Married-civ-spouse, Husband, services, >50K
59, 13.5, 40, *, America, Male, *, Married-civ-spouse, Husband, services, >50K
59, 13.5, 40, *, America, Male, *, Married-civ-spouse, Husband, services, <=50K
59, 13.5, 40, *, America, Male, *, Married-civ-spouse, Husband, services, >50K
59, 13.5, 40, *, America, Male, *, Married-civ-spouse, Husband, services, >50K
21, 9, 40, Private, United-States, *, *, Never-married, Own-child, manual-labor, <=50K
21, 9, 40, Private, United-States, *, *, Never-married, Own-child, manual-labor, <=50K
21, 9, 40, Private, United-States, *, *, Never-married, Own-child, manual-labor, <=50K
21, 9, 40, Private, United-States, *, *, Never-married, Own-child, manual-labor, <=50K
21, 9, 40, Private, United-States, *, *, Never-married, Own-child, manual-labor, <=50K
50.5, 9.5, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
50.5, 9.5, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
50.5, 9.5, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
50.5, 9.5, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
50.5, 9.5, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
25, 12.5, 53.5, *, United-States, Male, White, *, *, *, <=50K
25, 12.5, 53.5, *, United-States, Male, White, *, *, *, <=50K
25, 12.5, 53.5, *, United-States, Male, White, *, *, *, <=50K
25, 12.5, 53.5, *, United-States, Male, White, *, *, *, <=50K
25, 12.5, 53.5, *, United-States, Male, White, *, *, *, >50K
20.5, 10, 44.5, Private, United-States, Male, *, Never-married, Own-child, *, <=50K
20.5, 10, 44.5, Private, United-States, Male, *, Never-married, Own-child, *, <=50K
20.5, 10, 44.5, Private, United-States, Male, *, Never-married, Own-child, *, <=50K
20.5, 10, 44.5, Private, United-States, Male, *, Never-married, Own-child, *, <=50K
20.5, 10, 44.5, Private, United-States, Male, *, Never-married, Own-child, *, <=50K
46, 13, 40, *, United-States, *, White, *, *, *, <=50K
46, 13, 40, *, United-States, *, White, *, *, *, >50K
46, 13, 40, *, United-States, *, White, *, *, *, <=50K
46, 13, 40, *, United-States, *, White, *, *, *, <=50K
46, 13, 40, *, United-States, *, White, *, *, *, >50K
30.5, 10, 40, *, United-States, *, White, *, *, *, <=50K
30.5, 10, 40, *, United-States, *, White, *, *, *, <=50K
30.5, 10, 40, *, United-States, *, White, *, *, *, <=50K
30.5, 10, 40, *, United-States, *, White, *, *, *, <=50K
30.5, 10, 40, *, United-States, *, White, *, *, *, <=50K
22, 10, 20, *, United-States, *, *, *, *, services, <=50K
22, 10, 20, *, United-States, *, *, *, *, services, <=50K
22, 10, 20, *, United-States, *, *, *, *, services, <=50K
22, 10, 20, *, United-States, *, *, *, *, services, <=50K
22, 10, 20, *, United-States, *, *, *, *, services, <=50K
50.5, 8, 43, Private, America, *, *, *, *, *, <=50K
50.5, 8, 43, Private, America, *, *, *, *, *, <=50K
50.5, 8, 43, Private, America, *, *, *, *, *, >50K
50.5, 8, 43, Private, America, *, *, *, *, *, <=50K
50.5, 8, 43, Private, America, *, *, *, *, *, <=50K
23.5, 9.5, 26.5, Private, United-States, Female, White, *, *, *, <=50K
23.5, 9.5, 26.5, Private, United-States, Female, White, *, *, *, <=50K
23.5, 9.5, 26.5, Private, United-States, Female, White, *, *, *, <=50K
23.5, 9.5, 26.5, Private, United-States, Female, White, *, *, *, <=50K
23.5, 9.5, 26.5, Private, United-States, Female, White, *, *, *, <=50K
49, 12, 40, Self, *, *, White, *, *, *, <=50K
49, 12, 40, Self, *, *, White, *, *, *, <=50K
49, 12, 40, Self, *, *, White, *, *, *, <=50K
49, 12, 40, Self, *, *, White, *, *, *, <=50K
49, 12, 40, Self, *, *, White, *, *, *, <=50K
31, 5.5, 43, Self, *, Male, White, *, *, *, <=50K
31, 5.5, 43, Self, *, Male, White, *, *, *, <=50K
31, 5.5, 43, Self, *, Male, White, *, *, *, <=50K
31, 5.5, 43, Self, *, Male, White, *, *, *, <=50K
31, 5.5, 43, Self, *, Male, White, *, *, *, <=50K
41, 11, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
41, 11, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
41, 11, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
41, 11, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
41, 11, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
30.5, 11.5, 44, Private, United-States, Male, *, *, Not-in-family, *, <=50K
30.5, 11.5, 44, Private, United-States, Male, *, *, Not-in-family, *, <=50K
30.5, 11.5, 44, Private, United-States, Male, *, *, Not-in-family, *, <=50K
30.5, 11.5, 44, Private, United-States, Male, *, *, Not-in-family, *, <=50K
30.5, 11.5, 44, Private, United-States, Male, *, *, Not-in-family, *, <=50K
26.5, 10, 40, Private, *, Female, *, *, *, *, <=50K
26.5, 10, 40, Private, *, Female, *, *, *, *, <=50K
26.5, 10, 40, Private, *, Female, *, *, *, *, <=50K
26.5, 10, 40, Private, *, Female, *, *, *, *, <=50K
26.5, 10, 40, Private, *, Female, *, *, *, *, <=50K
48, 15, 62.5, Private, America, *, White, *, *, *, >50K
48, 15, 62.5, Private, America, *, White, *, *, *, >50K
48, 15, 62.5, Private, America, *, White, *, *, *, <=50K
48, 15, 62.5, Private, America, *, White, *, *, *, <=50K
48, 15, 62.5, Private, America, *, White, *, *, *, >50K
51, 13, 57.5, *, United-States, Male, White, *, *, *, >50K
51, 13, 57.5, *, United-States, Male, White, *, *, *, <=50K
51, 13, 57.5, *, United-States, Male, White, *, *, *, >50K
51, 13, 57.5, *, United-States, Male, White, *, *, *, >50K
51, 13, 57.5, *, United-States, Male, White, *, *, *, >50K
47, 9.5, 60, Self, United-States, Male, White, *, *, *, <=50K
47, 9.5, 60, Self, United-States, Male, White, *, *, *, <=50K
47, 9.5, 60, Self, United-States, Male, White, *, *, *, <=50K
47, 9.5, 60, Self, United-States, Male, White, *, *, *, >50K
47, 9.5, 60, Self, United-States, Male, White, *, *, *, >50K
43.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
43.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
43.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
43.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
43.5, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
49, 3.5, 40, Private, America, Male, White, *, *, manual-labor, <=50K
49, 3.5, 40, Private, America, Male, White, *, *, manual-labor, <=50K
49, 3.5, 40, Private, America, Male, White, *, *, manual-labor, <=50K
49, 3.5, 40, Private, America, Male, White, *, *, manual-labor, <=50K
49, 3.5, 40, Private, America, Male, White, *, *, manual-labor, <=50K
37.5, 12, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, <=50K
37.5, 12, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, <=50K
37.5, 12, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, >50K
37.5, 12, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, >50K
37.5, 12, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, >50K
31, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
31, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
31, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
31, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
31, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
32, 10, 59, *, United-States, Male, White, *, Not-in-family, *, <=50K
32, 10, 59, *, United-States, Male, White, *, Not-in-family, *, <=50K
32, 10, 59, *, United-States, Male, White, *, Not-in-family, *, <=50K
32, 10, 59, *, United-States, Male, White, *, Not-in-family, *, <=50K
32, 10, 59, *, United-States, Male, White, *, Not-in-family, *, <=50K
37.5, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
37.5, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
37.5, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
37.5, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
37.5, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
52.5, 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
52.5, 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
52.5, 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
52.5, 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
52.5, 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
19.5, 10, 33.5, Private, America, Male, *, *, *, services, <=50K
19.5, 10, 33.5, Private, America, Male, *, *, *, services, <=50K
19.5, 10, 33.5, Private, America, Male, *, *, *, services, <=50K
19.5, 10, 33.5, Private, America, Male, *, *, *, services, <=50K
19.5, 10, 33.5, Private, America, Male, *, *, *, services, <=50K
34.5, 13.5, 70, *, United-States, Male, *, *, *, *, >50K
34.5, 13.5, 70, *, United-States, Male, *, *, *, *, <=50K
34.5, 13.5, 70, *, United-States, Male, *, *, *, *, >50K
34.5, 13.5, 70, *, United-States, Male, *, *, *, *, >50K
34.5, 13.5, 70, *, United-States, Male, *, *, *, *, >50K
24, 10, 41, Private, United-States, Male, White, *, *, *, <=50K
24, 10, 41, Private, United-States, Male, White, *, *, *, <=50K
24, 10, 41, Private, United-States, Male, White, *, *, *, <=50K
24, 10, 41, Private, United-States, Male, White, *, *, *, <=50K
24, 10, 41, Private, United-States, Male, White, *, *, *, <=50K
79, 10.5, 30, Self, America, *, White, *, *, *, <=50K
79, 10.5, 30, Self, America, *, White, *, *, *, <=50K
79, 10.5, 30, Self, America, *, White, *, *, *, <=50K
79, 10.5, 30, Self, America, *, White, *, *, *, <=50K
79, 10.5, 30, Self, America, *, White, *, *, *, <=50K
28, 9, 40, Private, America, Male, White, *, *, *, <=50K
28, 9, 40, Private, America, Male, White, *, *, *, <=50K
28, 9, 40, Private, America, Male, White, *, *, *, <=50K
28, 9, 40, Private, America, Male, White, *, *, *, <=50K
28, 9, 40, Private, America, Male, White, *, *, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
19, 9, 35, Private, America, *, *, Never-married, *, services, <=50K
19, 9, 35, Private, America, *, *, Never-married, *, services, <=50K
19, 9, 35, Private, America, *, *, Never-married, *, services, <=50K
19, 9, 35, Private, America, *, *, Never-married, *, services, <=50K
19, 9, 35, Private, America, *, *, Never-married, *, services, <=50K
46, 9, 40, *, United-States, *, White, *, *, *, <=50K
46, 9, 40, *, United-States, *, White, *, *, *, >50K
46, 9, 40, *, United-States, *, White, *, *, *, <=50K
46, 9, 40, *, United-States, *, White, *, *, *, >50K
46, 9, 40, *, United-States, *, White, *, *, *, <=50K
62.5, 9, 49, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
62.5, 9, 49, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
62.5, 9, 49, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
62.5, 9, 49, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
62.5, 9, 49, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
56.5, 9, 37.5, *, United-States, *, *, *, *, *, <=50K
56.5, 9, 37.5, *, United-States, *, *, *, *, *, >50K
56.5, 9, 37.5, *, United-States, *, *, *, *, *, <=50K
56.5, 9, 37.5, *, United-States, *, *, *, *, *, <=50K
56.5, 9, 37.5, *, United-States, *, *, *, *, *, <=50K
43.5, 16, 52.5, *, United-States, *, *, *, *, *, >50K
43.5, 16, 52.5, *, United-States, *, *, *, *, *, <=50K
43.5, 16, 52.5, *, United-States, *, *, *, *, *, >50K
43.5, 16, 52.5, *, United-States, *, *, *, *, *, >50K
43.5, 16, 52.5, *, United-States, *, *, *, *, *, <=50K
58.5, 11, 41, Private, United-States, Male, White, *, *, *, <=50K
58.5, 11, 41, Private, United-States, Male, White, *, *, *, <=50K
58.5, 11, 41, Private, United-States, Male, White, *, *, *, <=50K
58.5, 11, 41, Private, United-States, Male, White, *, *, *, >50K
58.5, 11, 41, Private, United-States, Male, White, *, *, *, <=50K
37, 10, 40, *, America, Female, White, *, *, *, <=50K
37, 10, 40, *, America, Female, White, *, *, *, <=50K
37, 10, 40, *, America, Female, White, *, *, *, <=50K
37, 10, 40, *, America, Female, White, *, *, *, <=50K
37, 10, 40, *, America, Female, White, *, *, *, <=50K
28, 10, 32.5, Private, United-States, Female, *, *, *, *, <=50K
28, 10, 32.5, Private, United-States, Female, *, *, *, *, <=50K
28, 10, 32.5, Private, United-States, Female, *, *, *, *, <=50K
28, 10, 32.5, Private, United-States, Female, *, *, *, *, <=50K
28, 10, 32.5, Private, United-States, Female, *, *, *, *, <=50K
37.5, 10, 49, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
37.5, 10, 49, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
37.5, 10, 49, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
37.5, 10, 49, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
37.5, 10, 49, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
34, 9, 40, *, United-States, *, *, *, *, *, <=50K
34, 9, 40, *, United-States, *, *, *, *, *, <=50K
34, 9, 40, *, United-States, *, *, *, *, *, <=50K
34, 9, 40, *, United-States, *, *, *, *, *, <=50K
34, 9, 40, *, United-States, *, *, *, *, *, <=50K
76, 14.5, 44, Self, United-States, *, White, *, *, *, >50K
76, 14.5, 44, Self, United-States, *, White, *, *, *, <=50K
76, 14.5, 44, Self, United-States, *, White, *, *, *, <=50K
76, 14.5, 44, Self, United-States, *, White, *, *, *, >50K
76, 14.5, 44, Self, United-States, *, White, *, *, *, >50K
21.5, 10, 40, *, United-States, *, *, *, *, *, <=50K
21.5, 10, 40, *, United-States, *, *, *, *, *, <=50K
21.5, 10, 40, *, United-States, *, *, *, *, *, <=50K
21.5, 10, 40, *, United-States, *, *, *, *, *, <=50K
21.5, 10, 40, *, United-States, *, *, *, *, *, <=50K
32.5, 7, 40, *, United-States, *, *, *, *, *, <=50K
32.5, 7, 40, *, United-States, *, *, *, *, *, <=50K
32.5, 7, 40, *, United-States, *, *, *, *, *, <=50K
32.5, 7, 40, *, United-States, *, *, *, *, *, <=50K
32.5, 7, 40, *, United-States, *, *, *, *, *, <=50K
32, 9, 40, *, United-States, Female, White, *, *, *, <=50K
32, 9, 40, *, United-States, Female, White, *, *, *, >50K
32, 9, 40, *, United-States, Female, White, *, *, *, <=50K
32, 9, 40, *, United-States, Female, White, *, *, *, <=50K
32, 9, 40, *, United-States, Female, White, *, *, *, <=50K
59.5, 7, 52.5, Private, United-States, *, *, *, *, *, <=50K
59.5, 7, 52.5, Private, United-States, *, *, *, *, *, <=50K
59.5, 7, 52.5, Private, United-States, *, *, *, *, *, <=50K
59.5, 7, 52.5, Private, United-States, *, *, *, *, *, <=50K
59.5, 7, 52.5, Private, United-States, *, *, *, *, *, <=50K
49, 11, 40, *, United-States, *, *, *, *, *, >50K
49, 11, 40, *, United-States, *, *, *, *, *, >50K
49, 11, 40, *, United-States, *, *, *, *, *, >50K
49, 11, 40, *, United-States, *, *, *, *, *, >50K
49, 11, 40, *, United-States, *, *, *, *, *, <=50K
56.5, 10, 56, Self, *, *, White, *, *, *, <=50K
56.5, 10, 56, Self, *, *, White, *, *, *, <=50K
56.5, 10, 56, Self, *, *, White, *, *, *, >50K
56.5, 10, 56, Self, *, *, White, *, *, *, >50K
56.5, 10, 56, Self, *, *, White, *, *, *, <=50K
23.5, 9, 41, *, United-States, *, White, Never-married, *, *, <=50K
23.5, 9, 41, *, United-States, *, White, Never-married, *, *, <=50K
23.5, 9, 41, *, United-States, *, White, Never-married, *, *, <=50K
23.5, 9, 41, *, United-States, *, White, Never-married, *, *, <=50K
23.5, 9, 41, *, United-States, *, White, Never-married, *, *, <=50K
30, 13, 53, *, United-States, *, White, *, *, *, >50K
30, 13, 53, *, United-States, *, White, *, *, *, <=50K
30, 13, 53, *, United-States, *, White, *, *, *, <=50K
30, 13, 53, *, United-States, *, White, *, *, *, <=50K
30, 13, 53, *, United-States, *, White, *, *, *, <=50K
32.5, 12.5, 62, Self, United-States, Female, White, *, Not-in-family, *, <=50K
32.5, 12.5, 62, Self, United-States, Female, White, *, Not-in-family, *, <=50K
32.5, 12.5, 62, Self, United-States, Female, White, *, Not-in-family, *, <=50K
32.5, 12.5, 62, Self, United-States, Female, White, *, Not-in-family, *, <=50K
32.5, 12.5, 62, Self, United-States, Female, White, *, Not-in-family, *, <=50K
40, 9, 35.5, *, United-States, *, White, *, *, *, <=50K
40, 9, 35.5, *, United-States, *, White, *, *, *, <=50K
40, 9, 35.5, *, United-States, *, White, *, *, *, <=50K
40, 9, 35.5, *, United-States, *, White, *, *, *, <=50K
40, 9, 35.5, *, United-States, *, White, *, *, *, <=50K
46, 12.5, 40.5, Self, United-States, Female, *, *, Not-in-family, *, <=50K
46, 12.5, 40.5, Self, United-States, Female, *, *, Not-in-family, *, <=50K
46, 12.5, 40.5, Self, United-States, Female, *, *, Not-in-family, *, <=50K
46, 12.5, 40.5, Self, United-States, Female, *, *, Not-in-family, *, <=50K
46, 12.5, 40.5, Self, United-States, Female, *, *, Not-in-family, *, <=50K
28.5, 12, 37.5, Private, United-States, *, White, *, *, *, <=50K
28.5, 12, 37.5, Private, United-States, *, White, *, *, *, <=50K
28.5, 12, 37.5, Private, United-States, *, White, *, *, *, <=50K
28.5, 12, 37.5, Private, United-States, *, White, *, *, *, <=50K
28.5, 12, 37.5, Private, United-States, *, White, *, *, *, >50K
70, 10, 40, *, United-States, *, White, *, *, *, <=50K
70, 10, 40, *, United-States, *, White, *, *, *, <=50K
70, 10, 40, *, United-States, *, White, *, *, *, >50K
70, 10, 40, *, United-States, *, White, *, *, *, >50K
70, 10, 40, *, United-States, *, White, *, *, *, <=50K
32.5, 9, 35, Private, United-States, Female, *, *, *, *, <=50K
32.5, 9, 35, Private, United-States, Female, *, *, *, *, <=50K
32.5, 9, 35, Private, United-States, Female, *, *, *, *, <=50K
32.5, 9, 35, Private, United-States, Female, *, *, *, *, <=50K
32.5, 9, 35, Private, United-States, Female, *, *, *, *, <=50K
41, 9, 26, Self, United-States, *, White, *, *, *, <=50K
41, 9, 26, Self, United-States, *, White, *, *, *, <=50K
41, 9, 26, Self, United-States, *, White, *, *, *, <=50K
41, 9, 26, Self, United-States, *, White, *, *, *, <=50K
41, 9, 26, Self, United-States, *, White, *, *, *, <=50K
47, 10, 39, *, America, Female, White, *, *, *, <=50K
47, 10, 39, *, America, Female, White, *, *, *, <=50K
47, 10, 39, *, America, Female, White, *, *, *, <=50K
47, 10, 39, *, America, Female, White, *, *, *, <=50K
47, 10, 39, *, America, Female, White, *, *, *, <=50K
36.5, 13, 40, *, *, Female, *, *, *, *, <=50K
36.5, 13, 40, *, *, Female, *, *, *, *, <=50K
36.5, 13, 40, *, *, Female, *, *, *, *, >50K
36.5, 13, 40, *, *, Female, *, *, *, *, >50K
36.5, 13, 40, *, *, Female, *, *, *, *, <=50K
