age, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
25, 40, Private, United-States, Female, *, *, *, Exec-managerial, <=50K, 10
25, 40, Private, United-States, Female, *, *, *, Exec-managerial, <=50K, 13
47.5, 60, Self, America, *, White, Married-civ-spouse, *, Prof-specialty, >50K, 15
47.5, 60, Self, America, *, White, Married-civ-spouse, *, Prof-specialty, >50K, 16
50, 55, *, United-States, Male, White, *, *, Exec-managerial, >50K, 13
50, 55, *, United-States, Male, White, *, *, Exec-managerial, >50K, 9
48, 60, Self, United-States, Male, White, *, Not-in-family, *, <=50K, 9
48, 60, Self, United-States, Male, White, *, Not-in-family, *, <=50K, 14
43.5, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K, 10
43.5, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K, 10
46, 40, Private, America, Male, *, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 3
46, 40, Private, America, Male, *, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 9
35.5, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, <=50K, 11
35.5, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
42, 49, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
42, 49, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 10
30, 40, Private, United-States, Male, White, *, *, Sales, <=50K, 13
30, 40, Private, United-States, Male, White, *, *, Sales, <=50K, 5
42.5, 45, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 16
42.5, 45, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
29, 59, Private, United-States, Male, White, Divorced, Not-in-family, *, <=50K, 10
29, 59, Private, United-States, Male, White, Divorced, Not-in-family, *, <=50K, 9
28, 40, Private, United-States, Female, White, *, Not-in-family, *, <=50K, 10
28, 40, Private, United-States, Female, White, *, Not-in-family, *, <=50K, 10
53.5, 40, Self, United-States, *, White, Married-civ-spouse, *, *, >50K, 9
53.5, 40, Self, United-States, *, White, Married-civ-spouse, *, *, >50K, 4
50, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 10
50, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
19, 32, Private, America, Male, White, Never-married, Own-child, services, <=50K, 10
19, 32, Private, America, Male, White, Never-married, Own-child, services, <=50K, 10
31, 40, Private, United-States, Female, *, *, Own-child, services, <=50K, 13
31, 40, Private, United-States, Female, *, *, Own-child, services, <=50K, 9
31, 70, Self, United-States, Male, White, Married-civ-spouse, Husband, services, *, 13
31, 70, Self, United-States, Male, White, Married-civ-spouse, Husband, services, *, 13
23, 40, Private, United-States, Male, White, Never-married, Not-in-family, manual-labor, <=50K, 10
23, 40, Private, United-States, Male, White, Never-married, Not-in-family, manual-labor, <=50K, 13
79, 20, Private, America, *, White, *, *, *, <=50K, 10
79, 20, Private, America, *, White, *, *, *, <=50K, 11
27, 40, Private, America, Male, White, Never-married, *, Other-service, <=50K, 9
27, 40, Private, America, Male, White, Never-married, *, Other-service, <=50K, 9
40, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, bureaucracy, <=50K, 12
40, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, bureaucracy, <=50K, 9
18, 23, Private, United-States, *, White, Never-married, Own-child, Other-service, <=50K, 7
18, 23, Private, United-States, *, White, Never-married, Own-child, Other-service, <=50K, 5
31, 40, Gov, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 4
31, 40, Gov, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 10
18.5, 30, Private, America, Male, *, Never-married, *, Sales, <=50K, 9
18.5, 30, Private, America, Male, *, Never-married, *, Sales, <=50K, 9
52, 40, Private, America, Male, White, Married-civ-spouse, Husband, services, *, 13
52, 40, Private, America, Male, White, Married-civ-spouse, Husband, services, *, 10
46, 40, Private, United-States, Female, White, *, *, services, <=50K, 9
46, 40, Private, United-States, Female, White, *, *, services, <=50K, 10
59, 48, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
59, 48, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
44.5, 40, Private, United-States, Female, White, *, Not-in-family, *, >50K, 9
44.5, 40, Private, United-States, Female, White, *, Not-in-family, *, >50K, 11
53, 35, *, United-States, Female, White, *, *, *, <=50K, 9
53, 35, *, United-States, Female, White, *, *, *, <=50K, 1
49.5, 40, Gov, United-States, Male, White, Married-civ-spouse, Husband, Protective-serv, >50K, 9
49.5, 40, Gov, United-States, Male, White, Married-civ-spouse, Husband, Protective-serv, >50K, 13
33, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, *, 14
33, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, *, 14
43, 50, *, United-States, Female, White, *, *, Prof-specialty, >50K, 16
43, 50, *, United-States, Female, White, *, *, Prof-specialty, >50K, 10
37, 40, Private, America, Female, White, Divorced, Unmarried, *, <=50K, 10
37, 40, Private, America, Female, White, Divorced, Unmarried, *, <=50K, 10
28, 25, Private, United-States, Female, *, *, Unmarried, *, <=50K, 10
28, 25, Private, United-States, Female, *, *, Unmarried, *, <=50K, 9
35, 40, Gov, United-States, Male, White, Married-civ-spouse, Husband, Protective-serv, >50K, 13
35, 40, Gov, United-States, Male, White, Married-civ-spouse, Husband, Protective-serv, >50K, 9
29, 50, *, United-States, Male, White, Never-married, Not-in-family, manual-labor, <=50K, 10
29, 50, *, United-States, Male, White, Never-married, Not-in-family, manual-labor, <=50K, 13
37, 49, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, *, 10
37, 49, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, *, 13
32, 40, *, *, Male, Black, Never-married, Own-child, *, <=50K, 9
32, 40, *, *, Male, Black, Never-married, Own-child, *, <=50K, 13
76.5, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 14
76.5, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
45, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
45, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 16
47, 50, Self, United-States, Female, White, *, Not-in-family, *, <=50K, 14
47, 50, Self, United-States, Female, White, *, Not-in-family, *, <=50K, 3
20, 40, Private, United-States, Female, White, Never-married, Own-child, services, <=50K, 10
20, 40, Private, United-States, Female, White, Never-married, Own-child, services, <=50K, 9
29, 40, Private, United-States, Male, White, *, Not-in-family, Craft-repair, <=50K, 9
29, 40, Private, United-States, Male, White, *, Not-in-family, Craft-repair, <=50K, 11
32, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 9
32, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 12
31, 40, *, United-States, Female, White, Never-married, Not-in-family, bureaucracy, <=50K, 9
31, 40, *, United-States, Female, White, Never-married, Not-in-family, bureaucracy, <=50K, 7
42.5, 40, Private, United-States, Male, *, Married-civ-spouse, Husband, Handlers-cleaners, <=50K, 9
42.5, 40, Private, United-States, Male, *, Married-civ-spouse, Husband, Handlers-cleaners, <=50K, 9
24, 40, Self, United-States, Male, White, Never-married, *, Sales, <=50K, 13
24, 40, Self, United-States, Male, White, Never-married, *, Sales, <=50K, 9
38, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 15
38, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 11
56, 50, Self, North-America, Male, White, Married-civ-spouse, Husband, services, *, 9
56, 50, Self, North-America, Male, White, Married-civ-spouse, Husband, services, *, 10
29, 25, Private, United-States, Female, White, Married-civ-spouse, Wife, services, *, 10
29, 25, Private, United-States, Female, White, Married-civ-spouse, Wife, services, *, 12
36, 40, Private, United-States, Female, White, *, Own-child, *, <=50K, 9
36, 40, Private, United-States, Female, White, *, Own-child, *, <=50K, 13
53, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 5
53, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
49, 40, *, United-States, Male, *, Married-civ-spouse, Husband, Craft-repair, >50K, 11
49, 40, *, United-States, Male, *, Married-civ-spouse, Husband, Craft-repair, >50K, 10
55.5, 56, Self, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 10
55.5, 56, Self, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 10
22.5, 41, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 9
22.5, 41, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 10
21, 40, Private, United-States, Female, White, Never-married, *, Other-service, <=50K, 10
21, 40, Private, United-States, Female, White, Never-married, *, Other-service, <=50K, 9
40.5, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
40.5, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 15
31.5, 50, *, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 13
31.5, 50, *, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 10
19.5, 35, Private, United-States, Male, *, Never-married, *, services, <=50K, 10
19.5, 35, Private, United-States, Male, *, Never-married, *, services, <=50K, 10
47.5, 40, Private, United-States, *, White, Married-civ-spouse, *, bureaucracy, >50K, 13
47.5, 40, Private, United-States, *, White, Married-civ-spouse, *, bureaucracy, >50K, 13
39, 40, Private, United-States, Male, White, Divorced, Not-in-family, Craft-repair, <=50K, 10
39, 40, Private, United-States, Male, White, Divorced, Not-in-family, Craft-repair, <=50K, 10
29, 60, Private, United-States, *, White, Never-married, Not-in-family, *, <=50K, 12
29, 60, Private, United-States, *, White, Never-married, Not-in-family, *, <=50K, 9
24.5, 40, Private, United-States, Female, White, Never-married, Not-in-family, services, <=50K, 9
24.5, 40, Private, United-States, Female, White, Never-married, Not-in-family, services, <=50K, 13
38, 37.5, Self, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
38, 37.5, Self, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 10
46, 36, Private, United-States, Female, *, *, Not-in-family, services, <=50K, 12
46, 36, Private, United-States, Female, *, *, Not-in-family, services, <=50K, 12
38, 40, Federal-gov, *, Male, White, Married-civ-spouse, Husband, *, >50K, 14
38, 40, Federal-gov, *, Male, White, Married-civ-spouse, Husband, *, >50K, 9
44, 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
44, 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
27, 35, Private, United-States, Female, White, *, *, *, <=50K, 11
27, 35, Private, United-States, Female, White, *, *, *, <=50K, 10
20, 20, Private, United-States, Male, White, Never-married, Own-child, *, <=50K, 10
20, 20, Private, United-States, Male, White, Never-married, Own-child, *, <=50K, 7
61, 40, Self, United-States, Male, *, Married-civ-spouse, Husband, Craft-repair, <=50K, 9
61, 40, Self, United-States, Male, *, Married-civ-spouse, Husband, Craft-repair, <=50K, 9
27, 40, Private, United-States, Female, White, Never-married, Own-child, services, <=50K, 10
27, 40, Private, United-States, Female, White, Never-married, Own-child, services, <=50K, 10
70, 40, Private, United-States, Male, *, *, *, services, <=50K, 10
70, 40, Private, United-States, Male, *, *, *, services, <=50K, 7
31.5, 30, Private, United-States, Female, *, *, *, *, <=50K, 9
31.5, 30, Private, United-States, Female, *, *, *, *, <=50K, 9
22.5, 24.5, Private, United-States, *, White, *, *, Other-service, <=50K, 10
22.5, 24.5, Private, United-States, *, White, *, *, Other-service, <=50K, 9
36, 24, Private, United-States, Female, White, *, *, Other-service, <=50K, 9
36, 24, Private, United-States, Female, White, *, *, Other-service, <=50K, 6
64, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 7
64, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
47, 39, Local-gov, America, Female, *, *, Unmarried, Adm-clerical, <=50K, 10
47, 39, Local-gov, America, Female, *, *, Unmarried, Adm-clerical, <=50K, 9
34.5, 40, Private, United-States, Female, White, Never-married, Not-in-family, bureaucracy, <=50K, 9
34.5, 40, Private, United-States, Female, White, Never-married, Not-in-family, bureaucracy, <=50K, 10
33, 40, Private, *, Female, *, *, Other-relative, *, <=50K, 13
33, 40, Private, *, Female, *, *, Other-relative, *, <=50K, 10
21, 37.5, Private, United-States, Male, *, Never-married, Own-child, Craft-repair, <=50K, 9
21, 37.5, Private, United-States, Male, *, Never-married, Own-child, Craft-repair, <=50K, 9
48, 46, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
48, 46, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 10
72.5, 5.5, Self, United-States, *, *, *, *, *, <=50K, 10
72.5, 5.5, Self, United-States, *, *, *, *, *, <=50K, 10
42, 50, Private, United-States, Male, Black, *, *, *, <=50K, 13
42, 50, Private, United-States, Male, Black, *, *, *, <=50K, 10
25.5, 40, Private, United-States, Female, White, Never-married, *, services, <=50K, 9
25.5, 40, Private, United-States, Female, White, Never-married, *, services, <=50K, 14
44, 40, Self, United-States, Female, *, *, Unmarried, Exec-managerial, <=50K, 14
44, 40, Self, United-States, Female, *, *, Unmarried, Exec-managerial, <=50K, 9
28.5, 40, Private, *, Female, *, Never-married, Not-in-family, *, <=50K, 9
28.5, 40, Private, *, Female, *, Never-married, Not-in-family, *, <=50K, 10
45, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 14
45, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 10
46, 40, Gov, United-States, Male, White, *, *, *, <=50K, 14
46, 40, Gov, United-States, Male, White, *, *, *, <=50K, 9
18.5, 16, Private, United-States, *, White, Never-married, Own-child, *, <=50K, 7
18.5, 16, Private, United-States, *, White, Never-married, Own-child, *, <=50K, 10
66.5, 22, *, United-States, Female, White, *, Not-in-family, services, <=50K, 11
66.5, 22, *, United-States, Female, White, *, Not-in-family, services, <=50K, 11
28, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
28, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
34.5, 40, Private, United-States, Male, Black, *, Not-in-family, manual-labor, <=50K, 9
34.5, 40, Private, United-States, Male, Black, *, Not-in-family, manual-labor, <=50K, 7
18, 12, Private, United-States, Male, White, Never-married, Own-child, Other-service, <=50K, 9
18, 12, Private, United-States, Male, White, Never-married, Own-child, Other-service, <=50K, 7
44, 39, Local-gov, United-States, Male, Black, Married-civ-spouse, Husband, *, *, 10
44, 39, Local-gov, United-States, Male, Black, Married-civ-spouse, Husband, *, *, 9
43, 40, Private, United-States, Female, White, Divorced, Not-in-family, Adm-clerical, <=50K, 10
43, 40, Private, United-States, Female, White, Divorced, Not-in-family, Adm-clerical, <=50K, 9
31, 45, Private, United-States, Male, *, Never-married, Not-in-family, Craft-repair, <=50K, 10
31, 45, Private, United-States, Male, *, Never-married, Not-in-family, Craft-repair, <=50K, 11
40, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, >50K, 4
40, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, >50K, 13
37, 42, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 10
37, 42, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 9
41, 40, Self-emp-not-inc, United-States, Female, White, *, Not-in-family, *, <=50K, 13
41, 40, Self-emp-not-inc, United-States, Female, White, *, Not-in-family, *, <=50K, 13
58, 10.5, *, United-States, Male, White, *, *, *, *, 16
58, 10.5, *, United-States, Male, White, *, *, *, *, 10
39.5, 28, *, United-States, Female, Black, Divorced, Not-in-family, *, <=50K, 10
39.5, 28, *, United-States, Female, Black, Divorced, Not-in-family, *, <=50K, 10
24.5, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 10
24.5, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 10
42, 24, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 13
42, 24, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 10
23, 40, Private, Mexico, *, White, Married-civ-spouse, Other-relative, manual-labor, <=50K, 3
23, 40, Private, Mexico, *, White, Married-civ-spouse, Other-relative, manual-labor, <=50K, 3
40.5, 55, *, United-States, *, White, *, *, *, >50K, 14
40.5, 55, *, United-States, *, White, *, *, *, >50K, 10
35, 40, Private, United-States, Male, White, Married-civ-spouse, *, *, >50K, 14
35, 40, Private, United-States, Male, White, Married-civ-spouse, *, *, >50K, 12
42, 40, Local-gov, United-States, Female, White, *, *, *, <=50K, 10
42, 40, Local-gov, United-States, Female, White, *, *, *, <=50K, 10
39, 35.5, *, United-States, Female, White, Divorced, Unmarried, Adm-clerical, <=50K, 9
39, 35.5, *, United-States, Female, White, Divorced, Unmarried, Adm-clerical, <=50K, 9
18, 40, Private, United-States, Female, White, Never-married, Own-child, Sales, <=50K, 7
18, 40, Private, United-States, Female, White, Never-married, Own-child, Sales, <=50K, 9
36, 38, Private, United-States, Male, Black, Married-civ-spouse, Husband, Other-service, *, 13
36, 38, Private, United-States, Male, Black, Married-civ-spouse, Husband, Other-service, *, 9
35, 60, Private, United-States, *, White, *, Not-in-family, *, <=50K, 9
35, 60, Private, United-States, *, White, *, Not-in-family, *, <=50K, 12
58.5, 37.5, Self, United-States, *, White, Married-civ-spouse, *, Sales, *, 9
58.5, 37.5, Self, United-States, *, White, Married-civ-spouse, *, Sales, *, 10
17, 12, Private, United-States, *, White, Never-married, Own-child, services, <=50K, 7
17, 12, Private, United-States, *, White, Never-married, Own-child, services, <=50K, 7
35, 40, Private, United-States, *, *, Never-married, Not-in-family, *, <=50K, 10
35, 40, Private, United-States, *, *, Never-married, Not-in-family, *, <=50K, 9
37.5, 60, Private, United-States, Male, *, *, *, *, >50K, 13
37.5, 60, Private, United-States, Male, *, *, *, *, >50K, 13
50, 40, Private, United-States, *, White, Divorced, Not-in-family, *, <=50K, 12
50, 40, Private, United-States, *, White, Divorced, Not-in-family, *, <=50K, 4
38, 50, Self, *, Male, White, Married-civ-spouse, Husband, *, <=50K, 13
38, 50, Self, *, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
45, 55, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
45, 55, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
25, 40, Private, United-States, Male, White, Never-married, Not-in-family, manual-labor, <=50K, 6
25, 40, Private, United-States, Male, White, Never-married, Not-in-family, manual-labor, <=50K, 10
90, 40, Private, United-States, *, *, *, Not-in-family, *, <=50K, 9
90, 40, Private, United-States, *, *, *, Not-in-family, *, <=50K, 9
66.5, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
66.5, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 15
41, 39, Private, United-States, Female, *, Divorced, Unmarried, Sales, <=50K, 9
41, 39, Private, United-States, Female, *, Divorced, Unmarried, Sales, <=50K, 9
25.5, 42, Private, United-States, Male, White, Never-married, Not-in-family, Adm-clerical, <=50K, 10
25.5, 42, Private, United-States, Male, White, Never-married, Not-in-family, Adm-clerical, <=50K, 13
28.5, 55.5, *, United-States, Male, White, Never-married, Not-in-family, *, *, 15
28.5, 55.5, *, United-States, Male, White, Never-married, Not-in-family, *, *, 13
59, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
59, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
40, 38, *, United-States, Female, White, Never-married, Not-in-family, *, <=50K, 10
40, 38, *, United-States, Female, White, Never-married, Not-in-family, *, <=50K, 9
41, 50, Private, *, *, White, Married-civ-spouse, *, Exec-managerial, >50K, 13
41, 50, Private, *, *, White, Married-civ-spouse, *, Exec-managerial, >50K, 12
39.5, 70, *, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 14
39.5, 70, *, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 14
23.5, 40, Private, United-States, Male, White, Never-married, Own-child, manual-labor, <=50K, 9
23.5, 40, Private, United-States, Male, White, Never-married, Own-child, manual-labor, <=50K, 9
43.5, 22.5, Self-emp-not-inc, United-States, *, White, Married-civ-spouse, *, *, <=50K, 9
43.5, 22.5, Self-emp-not-inc, United-States, *, White, Married-civ-spouse, *, *, <=50K, 9
58, 45, Private, United-States, *, White, *, *, bureaucracy, >50K, 9
58, 45, Private, United-States, *, White, *, *, bureaucracy, >50K, 13
33, 34.5, Private, United-States, Female, White, Never-married, Not-in-family, Other-service, <=50K, 9
