age, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
38, 40, *, America, Female, White, *, *, *, <=50K, 13
38, 40, *, America, Female, White, *, *, *, <=50K, 10
38, 40, *, America, Female, White, *, *, *, <=50K, 9
38, 40, *, America, Female, White, *, *, *, <=50K, 10
38, 40, *, America, Female, White, *, *, *, <=50K, 9
54, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
54, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
54, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 5
54, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
54, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
54, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
54, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
54, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 14
54, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
33, 50, Private, United-States, *, White, *, *, *, *, 14
33, 50, Private, United-States, *, White, *, *, *, *, 14
33, 50, Private, United-States, *, White, *, *, *, *, 14
33, 50, Private, United-States, *, White, *, *, *, *, 10
33, 50, Private, United-States, *, White, *, *, *, *, 8
33, 50, Private, United-States, *, White, *, *, *, *, 14
33, 50, Private, United-States, *, White, *, *, *, *, 13
33, 50, Private, United-States, *, White, *, *, *, *, 10
33, 50, Private, United-States, *, White, *, *, *, *, 13
43, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
43, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 7
43, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
43, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
43, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
43, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
43, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
43, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
43, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
39, 80, *, *, Male, *, *, *, *, *, 10
39, 80, *, *, Male, *, *, *, *, *, 16
39, 80, *, *, Male, *, *, *, *, *, 9
39, 80, *, *, Male, *, *, *, *, *, 13
39, 80, *, *, Male, *, *, *, *, *, 14
39, 80, *, *, Male, *, *, *, *, *, 10
39, 80, *, *, Male, *, *, *, *, *, 9
39, 80, *, *, Male, *, *, *, *, *, 14
39, 80, *, *, Male, *, *, *, *, *, 13
33, 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
33, 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
33, 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 9
33, 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 12
33, 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
33, 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 12
33, 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 9
33, 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
33, 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
24.5, 32.5, Self, America, *, White, Never-married, *, *, <=50K, 13
24.5, 32.5, Self, America, *, White, Never-married, *, *, <=50K, 9
24.5, 32.5, Self, America, *, White, Never-married, *, *, <=50K, 9
24.5, 32.5, Self, America, *, White, Never-married, *, *, <=50K, 10
24.5, 32.5, Self, America, *, White, Never-married, *, *, <=50K, 10
24.5, 32.5, Self, America, *, White, Never-married, *, *, <=50K, 9
24.5, 32.5, Self, America, *, White, Never-married, *, *, <=50K, 10
24.5, 32.5, Self, America, *, White, Never-married, *, *, <=50K, 9
24.5, 32.5, Self, America, *, White, Never-married, *, *, <=50K, 10
34.5, 50, *, United-States, *, *, *, *, *, <=50K, 12
34.5, 50, *, United-States, *, *, *, *, *, <=50K, 10
34.5, 50, *, United-States, *, *, *, *, *, <=50K, 13
34.5, 50, *, United-States, *, *, *, *, *, <=50K, 13
34.5, 50, *, United-States, *, *, *, *, *, <=50K, 10
34.5, 50, *, United-States, *, *, *, *, *, <=50K, 13
34.5, 50, *, United-States, *, *, *, *, *, <=50K, 13
34.5, 50, *, United-States, *, *, *, *, *, <=50K, 11
34.5, 50, *, United-States, *, *, *, *, *, <=50K, 13
35, 45, Private, *, *, *, *, *, *, <=50K, 4
35, 45, Private, *, *, *, *, *, *, <=50K, 11
35, 45, Private, *, *, *, *, *, *, <=50K, 9
35, 45, Private, *, *, *, *, *, *, <=50K, 9
35, 45, Private, *, *, *, *, *, *, <=50K, 9
35, 45, Private, *, *, *, *, *, *, <=50K, 12
35, 45, Private, *, *, *, *, *, *, <=50K, 13
35, 45, Private, *, *, *, *, *, *, <=50K, 9
35, 45, Private, *, *, *, *, *, *, <=50K, 12
33, 40, *, United-States, Male, *, *, *, *, <=50K, 9
33, 40, *, United-States, Male, *, *, *, *, <=50K, 10
33, 40, *, United-States, Male, *, *, *, *, <=50K, 4
33, 40, *, United-States, Male, *, *, *, *, <=50K, 5
33, 40, *, United-States, Male, *, *, *, *, <=50K, 9
33, 40, *, United-States, Male, *, *, *, *, <=50K, 7
33, 40, *, United-States, Male, *, *, *, *, <=50K, 9
33, 40, *, United-States, Male, *, *, *, *, <=50K, 9
33, 40, *, United-States, Male, *, *, *, *, <=50K, 10
40.5, 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 7
40.5, 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 9
40.5, 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 13
40.5, 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 13
40.5, 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 10
40.5, 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 9
40.5, 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 10
40.5, 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 9
40.5, 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 8
46.5, 45.5, Self, United-States, *, White, *, *, *, *, 14
46.5, 45.5, Self, United-States, *, White, *, *, *, *, 16
46.5, 45.5, Self, United-States, *, White, *, *, *, *, 9
46.5, 45.5, Self, United-States, *, White, *, *, *, *, 10
46.5, 45.5, Self, United-States, *, White, *, *, *, *, 11
46.5, 45.5, Self, United-States, *, White, *, *, *, *, 10
46.5, 45.5, Self, United-States, *, White, *, *, *, *, 13
46.5, 45.5, Self, United-States, *, White, *, *, *, *, 13
46.5, 45.5, Self, United-States, *, White, *, *, *, *, 3
36, 40, *, United-States, Male, *, *, *, *, *, 5
36, 40, *, United-States, Male, *, *, *, *, *, 10
36, 40, *, United-States, Male, *, *, *, *, *, 14
36, 40, *, United-States, Male, *, *, *, *, *, 9
36, 40, *, United-States, Male, *, *, *, *, *, 7
36, 40, *, United-States, Male, *, *, *, *, *, 7
36, 40, *, United-States, Male, *, *, *, *, *, 14
36, 40, *, United-States, Male, *, *, *, *, *, 9
36, 40, *, United-States, Male, *, *, *, *, *, 9
60, 41, *, *, *, White, *, *, *, *, 9
60, 41, *, *, *, White, *, *, *, *, 9
60, 41, *, *, *, White, *, *, *, *, 9
60, 41, *, *, *, White, *, *, *, *, 10
60, 41, *, *, *, White, *, *, *, *, 9
60, 41, *, *, *, White, *, *, *, *, 13
60, 41, *, *, *, White, *, *, *, *, 9
60, 41, *, *, *, White, *, *, *, *, 10
60, 41, *, *, *, White, *, *, *, *, 10
59.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 13
59.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 13
59.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 11
59.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
59.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 14
59.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
59.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 14
59.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
59.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
20, 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K, 9
20, 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K, 10
20, 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K, 10
20, 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K, 10
20, 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K, 9
20, 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K, 9
20, 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K, 10
20, 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K, 9
20, 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K, 10
50.5, 40, *, America, Male, White, Married-civ-spouse, Husband, *, *, 9
50.5, 40, *, America, Male, White, Married-civ-spouse, Husband, *, *, 9
50.5, 40, *, America, Male, White, Married-civ-spouse, Husband, *, *, 13
50.5, 40, *, America, Male, White, Married-civ-spouse, Husband, *, *, 9
50.5, 40, *, America, Male, White, Married-civ-spouse, Husband, *, *, 10
50.5, 40, *, America, Male, White, Married-civ-spouse, Husband, *, *, 4
50.5, 40, *, America, Male, White, Married-civ-spouse, Husband, *, *, 13
50.5, 40, *, America, Male, White, Married-civ-spouse, Husband, *, *, 13
50.5, 40, *, America, Male, White, Married-civ-spouse, Husband, *, *, 2
26, 55, *, United-States, Male, *, *, *, *, *, 12
26, 55, *, United-States, Male, *, *, *, *, *, 13
26, 55, *, United-States, Male, *, *, *, *, *, 10
26, 55, *, United-States, Male, *, *, *, *, *, 15
26, 55, *, United-States, Male, *, *, *, *, *, 12
26, 55, *, United-States, Male, *, *, *, *, *, 13
26, 55, *, United-States, Male, *, *, *, *, *, 9
26, 55, *, United-States, Male, *, *, *, *, *, 13
26, 55, *, United-States, Male, *, *, *, *, *, 10
21.5, 44.5, Private, United-States, *, *, Never-married, *, *, <=50K, 10
21.5, 44.5, Private, United-States, *, *, Never-married, *, *, <=50K, 10
21.5, 44.5, Private, United-States, *, *, Never-married, *, *, <=50K, 9
21.5, 44.5, Private, United-States, *, *, Never-married, *, *, <=50K, 13
21.5, 44.5, Private, United-States, *, *, Never-married, *, *, <=50K, 7
21.5, 44.5, Private, United-States, *, *, Never-married, *, *, <=50K, 9
21.5, 44.5, Private, United-States, *, *, Never-married, *, *, <=50K, 9
21.5, 44.5, Private, United-States, *, *, Never-married, *, *, <=50K, 9
21.5, 44.5, Private, United-States, *, *, Never-married, *, *, <=50K, 10
45.5, 40, *, United-States, *, White, *, *, *, <=50K, 13
45.5, 40, *, United-States, *, White, *, *, *, <=50K, 14
45.5, 40, *, United-States, *, White, *, *, *, <=50K, 9
45.5, 40, *, United-States, *, White, *, *, *, <=50K, 14
45.5, 40, *, United-States, *, White, *, *, *, <=50K, 10
45.5, 40, *, United-States, *, White, *, *, *, <=50K, 12
45.5, 40, *, United-States, *, White, *, *, *, <=50K, 10
45.5, 40, *, United-States, *, White, *, *, *, <=50K, 13
45.5, 40, *, United-States, *, White, *, *, *, <=50K, 13
24, 17.5, *, *, *, *, *, *, *, <=50K, 10
24, 17.5, *, *, *, *, *, *, *, <=50K, 7
24, 17.5, *, *, *, *, *, *, *, <=50K, 13
24, 17.5, *, *, *, *, *, *, *, <=50K, 10
24, 17.5, *, *, *, *, *, *, *, <=50K, 12
24, 17.5, *, *, *, *, *, *, *, <=50K, 10
24, 17.5, *, *, *, *, *, *, *, <=50K, 10
24, 17.5, *, *, *, *, *, *, *, <=50K, 13
24, 17.5, *, *, *, *, *, *, *, <=50K, 10
49, 40, *, *, *, White, *, *, *, <=50K, 7
49, 40, *, *, *, White, *, *, *, <=50K, 12
49, 40, *, *, *, White, *, *, *, <=50K, 9
49, 40, *, *, *, White, *, *, *, <=50K, 12
49, 40, *, *, *, White, *, *, *, <=50K, 12
49, 40, *, *, *, White, *, *, *, <=50K, 4
49, 40, *, *, *, White, *, *, *, <=50K, 11
49, 40, *, *, *, White, *, *, *, <=50K, 14
49, 40, *, *, *, White, *, *, *, <=50K, 2
20.5, 27.5, Private, America, *, *, *, *, *, <=50K, 9
20.5, 27.5, Private, America, *, *, *, *, *, <=50K, 7
20.5, 27.5, Private, America, *, *, *, *, *, <=50K, 9
20.5, 27.5, Private, America, *, *, *, *, *, <=50K, 10
20.5, 27.5, Private, America, *, *, *, *, *, <=50K, 10
20.5, 27.5, Private, America, *, *, *, *, *, <=50K, 5
20.5, 27.5, Private, America, *, *, *, *, *, <=50K, 10
20.5, 27.5, Private, America, *, *, *, *, *, <=50K, 9
20.5, 27.5, Private, America, *, *, *, *, *, <=50K, 10
31, 44, *, United-States, *, *, *, *, *, *, 5
31, 44, *, United-States, *, *, *, *, *, *, 11
31, 44, *, United-States, *, *, *, *, *, *, 13
31, 44, *, United-States, *, *, *, *, *, *, 9
31, 44, *, United-States, *, *, *, *, *, *, 9
31, 44, *, United-States, *, *, *, *, *, *, 9
31, 44, *, United-States, *, *, *, *, *, *, 9
31, 44, *, United-States, *, *, *, *, *, *, 9
31, 44, *, United-States, *, *, *, *, *, *, 10
26, 40, Private, United-States, Female, *, *, *, *, <=50K, 10
26, 40, Private, United-States, Female, *, *, *, *, <=50K, 9
26, 40, Private, United-States, Female, *, *, *, *, <=50K, 10
26, 40, Private, United-States, Female, *, *, *, *, <=50K, 9
26, 40, Private, United-States, Female, *, *, *, *, <=50K, 14
26, 40, Private, United-States, Female, *, *, *, *, <=50K, 10
26, 40, Private, United-States, Female, *, *, *, *, <=50K, 13
26, 40, Private, United-States, Female, *, *, *, *, <=50K, 13
26, 40, Private, United-States, Female, *, *, *, *, <=50K, 13
48, 60, Self, America, *, White, *, *, *, *, 15
48, 60, Self, America, *, White, *, *, *, *, 9
48, 60, Self, America, *, White, *, *, *, *, 16
48, 60, Self, America, *, White, *, *, *, *, 13
48, 60, Self, America, *, White, *, *, *, *, 9
48, 60, Self, America, *, White, *, *, *, *, 9
48, 60, Self, America, *, White, *, *, *, *, 14
48, 60, Self, America, *, White, *, *, *, *, 16
48, 60, Self, America, *, White, *, *, *, *, 10
58, 55.5, *, North-America, *, White, *, *, *, *, 13
58, 55.5, *, North-America, *, White, *, *, *, *, 9
58, 55.5, *, North-America, *, White, *, *, *, *, 14
58, 55.5, *, North-America, *, White, *, *, *, *, 9
58, 55.5, *, North-America, *, White, *, *, *, *, 10
58, 55.5, *, North-America, *, White, *, *, *, *, 13
58, 55.5, *, North-America, *, White, *, *, *, *, 9
58, 55.5, *, North-America, *, White, *, *, *, *, 9
58, 55.5, *, North-America, *, White, *, *, *, *, 10
46, 40, *, America, Male, *, *, *, *, *, 3
46, 40, *, America, Male, *, *, *, *, *, 14
46, 40, *, America, Male, *, *, *, *, *, 9
46, 40, *, America, Male, *, *, *, *, *, 9
46, 40, *, America, Male, *, *, *, *, *, 9
46, 40, *, America, Male, *, *, *, *, *, 9
46, 40, *, America, Male, *, *, *, *, *, 12
46, 40, *, America, Male, *, *, *, *, *, 9
46, 40, *, America, Male, *, *, *, *, *, 14
28.5, 40, Private, United-States, *, White, *, Not-in-family, *, <=50K, 10
28.5, 40, Private, United-States, *, White, *, Not-in-family, *, <=50K, 9
28.5, 40, Private, United-States, *, White, *, Not-in-family, *, <=50K, 10
28.5, 40, Private, United-States, *, White, *, Not-in-family, *, <=50K, 7
28.5, 40, Private, United-States, *, White, *, Not-in-family, *, <=50K, 9
28.5, 40, Private, United-States, *, White, *, Not-in-family, *, <=50K, 10
28.5, 40, Private, United-States, *, White, *, Not-in-family, *, <=50K, 9
28.5, 40, Private, United-States, *, White, *, Not-in-family, *, <=50K, 13
28.5, 40, Private, United-States, *, White, *, Not-in-family, *, <=50K, 11
53.5, 40, *, United-States, *, *, *, *, *, *, 9
53.5, 40, *, United-States, *, *, *, *, *, *, 9
53.5, 40, *, United-States, *, *, *, *, *, *, 11
53.5, 40, *, United-States, *, *, *, *, *, *, 13
53.5, 40, *, United-States, *, *, *, *, *, *, 10
53.5, 40, *, United-States, *, *, *, *, *, *, 1
53.5, 40, *, United-States, *, *, *, *, *, *, 9
53.5, 40, *, United-States, *, *, *, *, *, *, 9
53.5, 40, *, United-States, *, *, *, *, *, *, 9
21, 36, *, America, *, *, Never-married, *, *, <=50K, 10
21, 36, *, America, *, *, Never-married, *, *, <=50K, 10
21, 36, *, America, *, *, Never-married, *, *, <=50K, 9
21, 36, *, America, *, *, Never-married, *, *, <=50K, 10
21, 36, *, America, *, *, Never-married, *, *, <=50K, 10
21, 36, *, America, *, *, Never-married, *, *, <=50K, 10
21, 36, *, America, *, *, Never-married, *, *, <=50K, 9
21, 36, *, America, *, *, Never-married, *, *, <=50K, 10
21, 36, *, America, *, *, Never-married, *, *, <=50K, 3
32, 71, Self, America, *, White, *, *, *, *, 13
32, 71, Self, America, *, White, *, *, *, *, 12
32, 71, Self, America, *, White, *, *, *, *, 9
32, 71, Self, America, *, White, *, *, *, *, 13
32, 71, Self, America, *, White, *, *, *, *, 9
32, 71, Self, America, *, White, *, *, *, *, 11
32, 71, Self, America, *, White, *, *, *, *, 9
32, 71, Self, America, *, White, *, *, *, *, 9
32, 71, Self, America, *, White, *, *, *, *, 12
79, 30, *, America, *, White, *, *, *, *, 10
79, 30, *, America, *, White, *, *, *, *, 14
79, 30, *, America, *, White, *, *, *, *, 10
79, 30, *, America, *, White, *, *, *, *, 11
79, 30, *, America, *, White, *, *, *, *, 11
79, 30, *, America, *, White, *, *, *, *, 10
79, 30, *, America, *, White, *, *, *, *, 14
79, 30, *, America, *, White, *, *, *, *, 11
79, 30, *, America, *, White, *, *, *, *, 10
27, 40, Private, America, Male, White, Never-married, *, *, <=50K, 9
27, 40, Private, America, Male, White, Never-married, *, *, <=50K, 9
27, 40, Private, America, Male, White, Never-married, *, *, <=50K, 13
27, 40, Private, America, Male, White, Never-married, *, *, <=50K, 13
27, 40, Private, America, Male, White, Never-married, *, *, <=50K, 12
27, 40, Private, America, Male, White, Never-married, *, *, <=50K, 5
27, 40, Private, America, Male, White, Never-married, *, *, <=50K, 6
27, 40, Private, America, Male, White, Never-married, *, *, <=50K, 9
27, 40, Private, America, Male, White, Never-married, *, *, <=50K, 9
44.5, 40, Self, United-States, *, *, *, *, *, *, 9
44.5, 40, Self, United-States, *, *, *, *, *, *, 11
44.5, 40, Self, United-States, *, *, *, *, *, *, 14
44.5, 40, Self, United-States, *, *, *, *, *, *, 10
44.5, 40, Self, United-States, *, *, *, *, *, *, 13
44.5, 40, Self, United-States, *, *, *, *, *, *, 9
44.5, 40, Self, United-States, *, *, *, *, *, *, 9
44.5, 40, Self, United-States, *, *, *, *, *, *, 9
44.5, 40, Self, United-States, *, *, *, *, *, *, 9
43.5, 55, *, America, *, *, *, *, *, *, 16
43.5, 55, *, America, *, *, *, *, *, *, 13
43.5, 55, *, America, *, *, *, *, *, *, 14
43.5, 55, *, America, *, *, *, *, *, *, 12
43.5, 55, *, America, *, *, *, *, *, *, 15
43.5, 55, *, America, *, *, *, *, *, *, 10
43.5, 55, *, America, *, *, *, *, *, *, 10
43.5, 55, *, America, *, *, *, *, *, *, 7
43.5, 55, *, America, *, *, *, *, *, *, 12
32, 27.5, Private, United-States, *, *, *, *, *, *, 10
32, 27.5, Private, United-States, *, *, *, *, *, *, 10
32, 27.5, Private, United-States, *, *, *, *, *, *, 9
32, 27.5, Private, United-States, *, *, *, *, *, *, 9
32, 27.5, Private, United-States, *, *, *, *, *, *, 9
32, 27.5, Private, United-States, *, *, *, *, *, *, 13
32, 27.5, Private, United-States, *, *, *, *, *, *, 6
32, 27.5, Private, United-States, *, *, *, *, *, *, 12
32, 27.5, Private, United-States, *, *, *, *, *, *, 9
38.5, 48, *, *, Male, White, Married-civ-spouse, Husband, *, *, 10
38.5, 48, *, *, Male, White, Married-civ-spouse, Husband, *, *, 15
38.5, 48, *, *, Male, White, Married-civ-spouse, Husband, *, *, 14
38.5, 48, *, *, Male, White, Married-civ-spouse, Husband, *, *, 4
38.5, 48, *, *, Male, White, Married-civ-spouse, Husband, *, *, 10
38.5, 48, *, *, Male, White, Married-civ-spouse, Husband, *, *, 11
38.5, 48, *, *, Male, White, Married-civ-spouse, Husband, *, *, 9
38.5, 48, *, *, Male, White, Married-civ-spouse, Husband, *, *, 10
38.5, 48, *, *, Male, White, Married-civ-spouse, Husband, *, *, 10
25, 40, *, United-States, Male, White, *, *, *, <=50K, 13
25, 40, *, United-States, Male, White, *, *, *, <=50K, 10
25, 40, *, United-States, Male, White, *, *, *, <=50K, 9
25, 40, *, United-States, Male, White, *, *, *, <=50K, 6
25, 40, *, United-States, Male, White, *, *, *, <=50K, 7
25, 40, *, United-States, Male, White, *, *, *, <=50K, 9
25, 40, *, United-States, Male, White, *, *, *, <=50K, 10
25, 40, *, United-States, Male, White, *, *, *, <=50K, 10
25, 40, *, United-States, Male, White, *, *, *, <=50K, 9
31.5, 40, Private, *, *, *, *, *, *, *, 13
31.5, 40, Private, *, *, *, *, *, *, *, 13
31.5, 40, Private, *, *, *, *, *, *, *, 9
31.5, 40, Private, *, *, *, *, *, *, *, 10
31.5, 40, Private, *, *, *, *, *, *, *, 9
31.5, 40, Private, *, *, *, *, *, *, *, 9
31.5, 40, Private, *, *, *, *, *, *, *, 10
31.5, 40, Private, *, *, *, *, *, *, *, 10
31.5, 40, Private, *, *, *, *, *, *, *, 16
31.5, 50, *, United-States, *, White, *, *, *, *, 13
31.5, 50, *, United-States, *, White, *, *, *, *, 9
31.5, 50, *, United-States, *, White, *, *, *, *, 10
31.5, 50, *, United-States, *, White, *, *, *, *, 10
31.5, 50, *, United-States, *, White, *, *, *, *, 12
31.5, 50, *, United-States, *, White, *, *, *, *, 9
31.5, 50, *, United-States, *, White, *, *, *, *, 9
31.5, 50, *, United-States, *, White, *, *, *, *, 13
31.5, 50, *, United-States, *, White, *, *, *, *, 10
40, 37.5, *, *, Male, *, Married-civ-spouse, Husband, *, *, 9
40, 37.5, *, *, Male, *, Married-civ-spouse, Husband, *, *, 13
40, 37.5, *, *, Male, *, Married-civ-spouse, Husband, *, *, 13
40, 37.5, *, *, Male, *, Married-civ-spouse, Husband, *, *, 13
40, 37.5, *, *, Male, *, Married-civ-spouse, Husband, *, *, 9
40, 37.5, *, *, Male, *, Married-civ-spouse, Husband, *, *, 10
40, 37.5, *, *, Male, *, Married-civ-spouse, Husband, *, *, 11
40, 37.5, *, *, Male, *, Married-civ-spouse, Husband, *, *, 11
40, 37.5, *, *, Male, *, Married-civ-spouse, Husband, *, *, 11
46.5, 38, *, America, *, *, *, *, *, *, 12
46.5, 38, *, America, *, *, *, *, *, *, 10
46.5, 38, *, America, *, *, *, *, *, *, 10
46.5, 38, *, America, *, *, *, *, *, *, 10
46.5, 38, *, America, *, *, *, *, *, *, 12
46.5, 38, *, America, *, *, *, *, *, *, 9
46.5, 38, *, America, *, *, *, *, *, *, 10
46.5, 38, *, America, *, *, *, *, *, *, 9
46.5, 38, *, America, *, *, *, *, *, *, 9
32, 37.5, *, *, *, *, *, *, *, *, 11
32, 37.5, *, *, *, *, *, *, *, *, 9
32, 37.5, *, *, *, *, *, *, *, *, 10
32, 37.5, *, *, *, *, *, *, *, *, 9
32, 37.5, *, *, *, *, *, *, *, *, 9
32, 37.5, *, *, *, *, *, *, *, *, 14
32, 37.5, *, *, *, *, *, *, *, *, 14
32, 37.5, *, *, *, *, *, *, *, *, 9
32, 37.5, *, *, *, *, *, *, *, *, 6
65.5, 44, *, United-States, *, *, *, *, *, *, 7
65.5, 44, *, United-States, *, *, *, *, *, *, 9
65.5, 44, *, United-States, *, *, *, *, *, *, 9
65.5, 44, *, United-States, *, *, *, *, *, *, 9
65.5, 44, *, United-States, *, *, *, *, *, *, 9
65.5, 44, *, United-States, *, *, *, *, *, *, 7
65.5, 44, *, United-States, *, *, *, *, *, *, 13
65.5, 44, *, United-States, *, *, *, *, *, *, 9
65.5, 44, *, United-States, *, *, *, *, *, *, 15
80.5, 22, *, United-States, *, *, *, *, *, *, 10
80.5, 22, *, United-States, *, *, *, *, *, *, 16
80.5, 22, *, United-States, *, *, *, *, *, *, 9
80.5, 22, *, United-States, *, *, *, *, *, *, 9
80.5, 22, *, United-States, *, *, *, *, *, *, 9
80.5, 22, *, United-States, *, *, *, *, *, *, 7
80.5, 22, *, United-States, *, *, *, *, *, *, 14
80.5, 22, *, United-States, *, *, *, *, *, *, 10
80.5, 22, *, United-States, *, *, *, *, *, *, 11
21.5, 16, *, United-States, *, *, Never-married, *, *, <=50K, 9
21.5, 16, *, United-States, *, *, Never-married, *, *, <=50K, 7
21.5, 16, *, United-States, *, *, Never-married, *, *, <=50K, 7
21.5, 16, *, United-States, *, *, Never-married, *, *, <=50K, 7
